bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_i0036	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0036
H1080_004_0	2011	5	214090.9871	821.7934	0.00087414	0.992899776	0.992031843	815.2453	729.97	735.83	85.28	63.96	0	214090.9871	205352.8922	0.979586165	0.992899776	8738.094941	1.30578131		0	821.7934	815.9585	1	735.8332	0.746	0.254	1	0.5307		N/A		0.4693	0.085517192	0.160396924	0.233	n/a	n/a	n/a	144226.9643	0.67367135	"Tampa-St. Petersburg-Clearwater, FL"
H1080_036_0	2011	4	10524.06734	818.8288	0.000163303	1.342182726	1.341963543	1098.8384	1056.36	787.17	42.48	31.86	0	10524.06734	2909.65813	1.366695699	1.342182726	7614.409213	1.332815699		0	818.8288	1099.0179	1	787.1749	0.746	0.254	1	0.5307		N/A		0.4693	0.085620102	0.159541363	0.233	n/a	n/a	n/a	4753.401243	0.451669596	n/a
H1080_042_0	2011	5	4553.911848	912.94	0.001513148	0.965590741	0.96412966	880.1925	736.1	763.49	144.09	108.07	0	4553.911848	4383.794451	0.949699343	0.965590741	170.1173966	1.375099836		0	912.94	881.5264	1	763.4865	0.746	0.254	1	0.5307		N/A		0.4693	0.085849615	0.14126725	0.233	n/a	n/a	n/a	4553.911848	1	"Port St. Lucie, FL"
H1080_801_0	2011	2	4856.329305	819.6571	0.001088538	0.950695776	0.949660908	778.3963	698.87	735.92	79.53	59.65	0	4856.329305	4841.646526	0.949505595	0.950695776	14.68277946	1.343158097		0	819.6571	779.2446	1	735.9153	0.746	0.254	1	0.5307		N/A		0.4693	0.085475693	0.160019889	0.233	n/a	n/a	n/a	3013.345595	0.620498612	"Tampa-St. Petersburg-Clearwater, FL"
H1080_804_0	2011	1	59.38754423	819.6571	0.001302741	0.950695776	0.949457266	778.2294	699.28	736.5	78.95	59.21	0	59.38754423	59.20799005	0.949505595	0.950695776	0.179554178	1.343158097		0	819.6571	779.2446	1	736.505	0.746	0.254	1	0.5307		N/A		0.4693	0.085475693	0.160019884	0.233	n/a	n/a	n/a	36.84987665	0.620498408	"Tampa-St. Petersburg-Clearwater, FL"
H1080_807_0	2011	1	59.38754423	819.6571	0.001302741	0.950695776	0.949457266	778.2294	699.29	736.52	78.94	59.21	0	59.38754423	59.20799005	0.949505595	0.950695776	0.179554178	1.343158097		0	819.6571	779.2446	1	736.5155	0.746	0.254	1	0.5307		N/A		0.4693	0.085475693	0.160019884	0.233	n/a	n/a	n/a	36.84987665	0.620498408	"Tampa-St. Petersburg-Clearwater, FL"
H1080_808_0	2011	1	59.38754423	384.6664	0.001302741	0.950695776	0.949457266	365.2243	427.04	449.77	0	0	65.1	59.38754423	59.20799005	0.949505595	0.950695776	0.179554178	1.343158097		0	384.6664	365.7007	1	449.7727	0.746	0.254	1	0		N/A		1	0.085475693	0.160019884	0.233	n/a	n/a	n/a	36.84987665	0.620498408	"Tampa-St. Petersburg-Clearwater, FL"
H1080_809_0	2011	1	593.8754423	823.6359	0.001302741	0.950695776	0.949457266	782.0071	697.62	734.76	84.39	63.29	0	593.8754423	592.0799005	0.949505595	0.950695776	1.795541776	1.343158097		0	823.6359	783.0272	1	734.7566	0.746	0.254	1	0.5307		N/A		0.4693	0.085068992	0.157055458	0.233	n/a	n/a	n/a	236.5158893	0.39825841	n/a
H1080_810_0	2011	1	593.8754423	823.6359	0.001302741	0.950695776	0.949457266	782.0071	697.62	734.76	84.39	63.29	0	593.8754423	592.0799005	0.949505595	0.950695776	1.795541776	1.343158097		0	823.6359	783.0272	1	734.7566	0.746	0.254	1	0.5307		N/A		0.4693	0.085068992	0.157055458	0.233	n/a	n/a	n/a	236.5158893	0.39825841	n/a
H1080_811_0	2011	1	593.8754423	823.6359	0.001302741	0.950695776	0.949457266	782.0071	697.62	734.76	84.39	63.29	0	593.8754423	592.0799005	0.949505595	0.950695776	1.795541776	1.343158097		0	823.6359	783.0272	1	734.7566	0.746	0.254	1	0.5307		N/A		0.4693	0.085068992	0.157055458	0.233	n/a	n/a	n/a	236.5158893	0.39825841	n/a
H1099_001_0	2011	4	116178	816.6055	0.00942481	1.080212997	1.070032195	873.7942	804.58	751.92	69.21	51.91	0	116178	110503.0621	1.080212997	1.080212997	5674.937947	1.080212997		0	816.6055	882.1079	1	751.9213	0.746	0.254	1	0.5307		N/A		0.4693	0.087862588	0.1477628	0.233	n/a	n/a	n/a	113966.3326	0.980963114	"Palm Bay-Melbourne-Titusville, FL"
H1099_006_0	2011	6	96306	816.6055	0.00942481	0.900196546	0.891712364	728.1772	648.28	727.01	79.9	59.93	0	96306	87631.51044	0.900196546	0.900196546	8674.489563	0.900196546		0	816.6055	735.1055	1	727.0057	0.746	0.254	1	0.5307		N/A		0.4693	0.087862588	0.1477628	0.233	n/a	n/a	n/a	94472.63363	0.980963114	"Palm Bay-Melbourne-Titusville, FL"
H1099_009_0	2011	2	2700	816.6055	0.00942481	0.973016371	0.963845877	787.0819	705.01	731.46	82.07	61.55	0	2700	2664.572565	0.973016371	0.973016371	35.42743539	0.973016371		0	816.6055	794.5705	1	731.4551	0.746	0.254	1	0.5307		N/A		0.4693	0.087862588	0.1477628	0.233	n/a	n/a	n/a	2648.600407	0.980963114	"Palm Bay-Melbourne-Titusville, FL"
H1099_014_0	2011	7	53670	816.6559	0.00942481	0.7	0.693402633	566.2714	465.62	671.5	100.65	75.49	0	53670	50540.70335	0.7	0.7	3129.296653	0.7		0	816.6559	571.6592	1	671.5002	0.746	0.254	1	0.5307		N/A		0.4693	0.087895759	0.147650495	0.233	n/a	n/a	n/a	53004.90303	0.987607658	"Palm Bay-Melbourne-Titusville, FL"
H1099_802_0	2011	3	16324.89275	816.6559	0.013226308	0.952478194	0.939880424	767.5589	818.99	871.38	0	0	54.72	16324.89275	16210.28741	0.952478194	0.952478194	114.6053313	0.952478194		0	816.6559	777.847	1	871.3768	0.746	0.254	1	0.5307		N/A		0.4693	0.087895759	0.147650495	0.233	n/a	n/a	n/a	16122.5891	0.987607658	"Palm Bay-Melbourne-Titusville, FL"
H1099_803_0	2011	4	649.99	816.6559	0.013226308	0.752657903	0.742703017	606.5328	672.21	905.09	0	0	88.43	649.99	638.5699707	0.752657903	0.752657903	11.42002928	0.752657903		0	816.6559	614.6625	1	905.0859	0.746	0.254	1	0.5307		N/A		0.4693	0.087895759	0.147650495	0.233	n/a	n/a	n/a	641.9351019	0.987607658	"Palm Bay-Melbourne-Titusville, FL"
H1099_804_0	2011	3	299.99	816.6559	0.013226308	0.693776872	0.684600765	559.0833	617.08	901.37	0	0	84.71	299.99	299.99	0.693776872	0.693776872	0	0		0	816.6559	566.577	1	901.3721	0.746	0.254	1	0.5307		N/A		0.4693	0.087895759	0.147650495	0.233	n/a	n/a	n/a	296.2724215	0.987607658	"Palm Bay-Melbourne-Titusville, FL"
H1108_001_0	2011	5	25621.0788	792.3181	0.000040971	2.508034171	2.507931415	1987.0793	1907.6	760.63	79.48	59.61	0	25621.0788	2172.743347	2.267104923	2.508034171	23448.33545	2.530358887		0	792.3181	1987.1608	1	760.6269	0.746	0.254	1	0.5307		N/A		0.4693	0.080539738	0.177883477	0.233	n/a	n/a	n/a	14389.92097	0.561643836	"Atlanta-Sandy Springs-Marietta, GA"
H1108_002_0	2011	4	36892.46274	816.7447	0.000250733	1.288668543	1.288345432	1052.2493	998.2	774.79	54.05	40.54	0	36892.46274	4029.411961	1.048914538	1.288668543	32863.05078	1.318065317		0	816.7447	1052.5132	1	774.7922	0.746	0.254	1	0.5307		N/A		0.4693	0.080221828	0.174504777	0.233	n/a	n/a	n/a	27162.24727	0.736254651	"Atlanta-Sandy Springs-Marietta, GA"
H1109_001_0	2011	3	57708	820.4635	0.0025	0.83269177	0.830610041	681.4852	596.29	717.89	85.2	63.9	0	57708	54919.44642	0.83269177	0.83269177	2788.553581	0.83269177		0	820.4635	683.1932	1	717.894	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	57708	1	"Atlanta-Sandy Springs-Marietta, GA"
H1109_003_0	2011	3	16516.36954	823.2278	0.0025	0.898014542	0.895769506	737.4224	657.75	734.28	79.67	59.75	0	16516.36954	16179.2912	0.898014542	0.898014542	337.0783416	0.898014542		0	823.2278	739.2706	1	734.2849	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	16516.36954	1	"Atlanta-Sandy Springs-Marietta, GA"
H1109_801_0	2011	2	1443.443654	820.4362	0.0019	0.881054135	0.879380132	721.4753	634.65	721.7	86.83	65.12	0	1443.443654	1440.336701	0.881054135	0.881054135	3.106953147	0.881054135		0	820.4362	722.8487	1	721.7015	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	1443.443654	1	"Atlanta-Sandy Springs-Marietta, GA"
H1109_802_0	2011	2	3853.159505	819.9275	0.0019	0.923966485	0.922210949	756.1461	645.53	699.98	110.62	82.97	0	3853.159505	3846.822567	0.923966485	0.923966485	6.336938816	0.923966485		0	819.9275	757.5855	1	699.9808	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	3853.159505	1	"Atlanta-Sandy Springs-Marietta, GA"
H1110_001_0	2011	4	10349.62085	825.8836	0.0025	0.887823539	0.88560398	731.4058	700.86	791.39	30.55	22.91	0	10349.62085	10131.29103	0.887823539	0.887823539	218.3298253	0.887823539		0	825.8836	733.2389	1	791.3921	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	10349.62085	1	"Atlanta-Sandy Springs-Marietta, GA"
H1110_801_0	2011	2	34344.41553	804.1504	0.0019	0.96110814	0.959282034	771.407	690.51	719.82	80.9	60.68	0	34344.41553	34251.68561	0.96110814	0.96110814	92.72992193	0.96110814		0	804.1504	772.8755	1	719.8196	0.746	0.254	1	0.5307		N/A		0.4693	0.080321609	0.180963732	0.233	n/a	n/a	n/a	14100.41652	0.410559222	n/a
H1110_802_0	2011	3	18120.58603	813.3143	0.0019	1.013043011	1.011118229	822.3569	718.35	710.45	104.01	78.01	0	18120.58603	18071.66045	1.013043011	1.013043011	48.92558229	1.013043011		0	813.3143	823.9223	1	710.451	0.746	0.254	1	0.5307		N/A		0.4693	0.080001134	0.173407216	0.233	n/a	n/a	n/a	14422.50725	0.795918367	"Atlanta-Sandy Springs-Marietta, GA"
H1110_805_0	2011	2	47.71714558	355.6027	0.0019	0.580392928	0.579290181	205.9972	330.34	570.25	0	0	214.65	47.71714558	47.58830928	0.580392928	0.580392928	0.128836293	0.580392928		0	355.6027	206.3893	1	570.2496	0.746	0.254	1	0		N/A		1	0.081397571	0.184460016	0.233	n/a	n/a	n/a	23.85857279	0.5	n/a
H1110_806_0	2011	2	144	389.9939	0.0019	0.96	0.958176	373.6828	344.11	359.13	29.57	22.18	0	144	143.6112	0.96	0.96	0.3888	0.96		0	389.9939	374.3942	1	359.1303	0.746	0.254	1	0		N/A		1	0.07978855	0.171232043	0.233	n/a	n/a	n/a	132	0.916666667	"Atlanta-Sandy Springs-Marietta, GA"
H1111_002_0	2011	5	43431.48671	815.026	0.001509378	0.858251352	0.856955926	698.4413	618.48	721.72	79.96	59.97	0	43431.48671	40785.76861	0.832542743	0.858251352	2645.718096	1.254569216		0	815.026	699.4971	1	721.7174	0.746	0.254	1	0.5307		N/A		0.4693	0.07774873	0.190127138	0.233	n/a	n/a	n/a	33368.69946	0.768306636	"Augusta-Richmond County, GA-SC"
H1111_004_0	2011	4	3551.120017	815.0169	0.000225419	1.279540873	1.27925244	1042.6123	992.72	776.02	49.89	37.42	0	3551.120017	485.5518351	1.15719385	1.279540873	3065.568182	1.298919277		0	815.0169	1042.8474	1	776.0157	0.746	0.254	1	0.5307		N/A		0.4693	0.077530301	0.190116493	0.233	n/a	n/a	n/a	2869.4318	0.808035714	"Augusta-Richmond County, GA-SC"
H1111_801_0	2011	1	59.38754423	815.1539	0.001302741	0.858251352	0.857133272	698.6955	666.35	777.42	32.35	24.26	0	59.38754423	55.76983016	0.832542743	0.858251352	3.617714068	1.254569216		0	815.1539	699.6069	1	777.417	0.746	0.254	1	0.5307		N/A		0.4693	0.078896549	0.190183676	0.233	n/a	n/a	n/a	33.25957829	0.560042998	"Augusta-Richmond County, GA-SC"
H1111_804_0	2011	1	59.38754423	815.1539	0.001302741	0.858251352	0.857133272	698.6955	666.35	777.42	32.35	24.26	0	59.38754423	55.76983016	0.832542743	0.858251352	3.617714068	1.254569216		0	815.1539	699.6069	1	777.417	0.746	0.254	1	0.5307		N/A		0.4693	0.078896549	0.190183676	0.233	n/a	n/a	n/a	33.25957829	0.560042998	"Augusta-Richmond County, GA-SC"
H1111_805_0	2011	1	59.38754423	815.1539	0.001302741	0.858251352	0.857133272	698.6955	666.35	777.42	32.35	24.26	0	59.38754423	55.76983016	0.832542743	0.858251352	3.617714068	1.254569216		0	815.1539	699.6069	1	777.417	0.746	0.254	1	0.5307		N/A		0.4693	0.078896549	0.190183676	0.233	n/a	n/a	n/a	33.25957829	0.560042998	"Augusta-Richmond County, GA-SC"
H1111_807_0	2011	1	59.38754423	382.553	0.001302741	0.858251352	0.857133272	327.8989	364.06	424.74	0	0	42.19	59.38754423	55.76983016	0.832542743	0.858251352	3.617714068	1.254569216		0	382.553	328.3267	1	424.7414	0.746	0.254	1	0		N/A		1	0.078896549	0.190183676	0.233	n/a	n/a	n/a	33.25957829	0.560042998	"Augusta-Richmond County, GA-SC"
H1111_808_0	2011	1	593.8754423	815.1539	0.001302741	0.858251352	0.857133272	698.6955	666.43	777.51	32.27	24.2	0	593.8754423	557.6983016	0.832542743	0.858251352	36.17714068	1.254569216		0	815.1539	699.6069	1	777.5104	0.746	0.254	1	0.5307		N/A		0.4693	0.078896549	0.190183676	0.233	n/a	n/a	n/a	332.5957829	0.560042998	"Augusta-Richmond County, GA-SC"
H1111_809_0	2011	1	593.8754423	815.1539	0.001302741	0.858251352	0.857133272	698.6955	666.43	777.51	32.27	24.2	0	593.8754423	557.6983016	0.832542743	0.858251352	36.17714068	1.254569216		0	815.1539	699.6069	1	777.5104	0.746	0.254	1	0.5307		N/A		0.4693	0.078896549	0.190183676	0.233	n/a	n/a	n/a	332.5957829	0.560042998	"Augusta-Richmond County, GA-SC"
H1111_810_0	2011	1	593.8754423	815.1539	0.001302741	0.858251352	0.857133272	698.6955	666.43	777.51	32.27	24.2	0	593.8754423	557.6983016	0.832542743	0.858251352	36.17714068	1.254569216		0	815.1539	699.6069	1	777.5104	0.746	0.254	1	0.5307		N/A		0.4693	0.078896549	0.190183676	0.233	n/a	n/a	n/a	332.5957829	0.560042998	"Augusta-Richmond County, GA-SC"
H1112_003_0	2011	5	2847.22264	822.9864	0.014950905	0.825335246	0.812995737	669.0845	567.11	697.56	101.97	76.48	0	2847.22264	2832.058861	0.825335246	0.825335246	15.16377973	0.825335246		0	822.9864	679.2397	1	697.5559	0.746	0.254	1	0.5307		N/A		0.4693	0.079883204	0.171930664	0.233	n/a	n/a	n/a	2497.576013	0.8771973	"Atlanta-Sandy Springs-Marietta, GA"
H1112_006_0	2011	6	17303.72203	820.9951	0.001201426	1.199609396	1.198168155	983.6901	951.41	794.05	32.28	24.21	0	17303.72203	568.4687666	1.199609396	1.199609396	16735.25326	1.199609396		0	820.9951	984.8734	1	794.0538	0.746	0.254	1	0.5307		N/A		0.4693	0.080169954	0.174102671	0.233	n/a	n/a	n/a	13113.09306	0.757819216	"Atlanta-Sandy Springs-Marietta, GA"
H1112_027_0	2011	6	55222.53697	823.517	0.006962184	0.929739515	0.923266498	760.3257	618.39	669.78	141.94	106.46	0	55222.53697	50613.36692	0.929739515	0.929739515	4609.170054	0.929739515		0	823.517	765.6563	1	669.7849	0.746	0.254	1	0.5307		N/A		0.4693	0.079967904	0.172563431	0.233	n/a	n/a	n/a	46492.14786	0.841905324	"Atlanta-Sandy Springs-Marietta, GA"
H1170_002_0	2011	5	102621	826.6056	0.001151989	0.943366382	0.942279634	778.8936	663.37	704.01	115.52	86.64	0	102621	102165.2608	0.943366382	0.943366382	455.7392236	0.943366382		0	826.6056	779.7919	1	704.0055	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	102621	1	"Atlanta-Sandy Springs-Marietta, GA"
H1170_008_0	2011	2	10404	827.3203	0.000366656	1.393846395	1.393335333	1152.7346	963.57	691.56	189.16	141.87	0	10404	6560.654531	1.420258525	1.393846395	3843.345469	1.34876045		0	827.3203	1153.1574	1	691.5564	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	10404	1	"Atlanta-Sandy Springs-Marietta, GA"
H1170_009_0	2011	5	19183	825.4958	0.006801552	0.643421683	0.639045418	527.5293	414.63	648.83	112.9	84.68	0	19183	18893.72976	0.643421683	0.643421683	289.2702431	0.643421683		0	825.4958	531.1419	1	648.8271	0.746	0.254	1	0.5307		N/A		0.4693	0.079588951	0.169787541	0.233	n/a	n/a	n/a	19183	1	"Atlanta-Sandy Springs-Marietta, GA"
H1170_801_0	2011	3	10944	829.7197	0.024079974	0.871422263	0.850438437	705.6256	649.17	763.34	56.46	42.35	0	10944	10910.68169	0.871422263	0.871422263	33.31830548	0.871422263		0	829.7197	723.0362	1	763.3357	0.746	0.254	1	0.5307		N/A		0.4693	0.079594418	0.169826597	0.233	n/a	n/a	n/a	10919	0.997715643	"Atlanta-Sandy Springs-Marietta, GA"
H1170_802_0	2011	3	25173	824.485	0.007444196	0.900248533	0.893546906	736.716	630.06	705.12	106.66	80	0	25173	25055.88061	0.900248533	0.900248533	117.1193885	0.900248533		0	824.485	742.2414	1	705.1225	0.746	0.254	1	0.5307		N/A		0.4693	0.079601786	0.169879278	0.233	n/a	n/a	n/a	25038	0.994637111	"Atlanta-Sandy Springs-Marietta, GA"
H1170_805_0	2011	3	10672	825.7171	0.001517279	0.926974279	0.9255678	764.2572	761.08	822.28	3.18	2.39	0	10672	10669.20811	0.926974279	0.926974279	2.791890124	0.926974279		0	825.7171	765.4185	1	822.2844	0.746	0.254	1	0.5307		N/A		0.4693	0.079599043	0.169859657	0.233	n/a	n/a	n/a	10627	0.995783358	"Atlanta-Sandy Springs-Marietta, GA"
H1216_001_0	2011	7	16674	848.647	0.007029486	0.957940572	0.951206743	807.2387	678.84	713.66	128.4	96.3	0	16674	14206.2906	0.940495945	0.957940572	2467.709402	1.058367083		0	848.647	812.9534	1	713.6619	0.746	0.254	1	0.5307		N/A		0.4693	0.083599646	0.176885752	0.233	n/a	n/a	n/a	16674	1	"St. Louis, MO-IL"
H1216_003_0	2011	6	10158	860.8801	0	1.016384518	1.016384518	874.9852	832.66	819.24	42.33	31.75	0	10158	369.4814338	1.016384518	1.016384518	9788.518566	1.016384518		0	860.8801	874.9852	1	819.2372	0.746	0.254	1	0.5307		N/A		0.4693	0.083599646	0.176885752	0.233	n/a	n/a	n/a	10158	1	"St. Louis, MO-IL"
H1216_005_0	2011	6	1167	848.4942	0	0.886072353	0.886072353	751.8273	594.2	670.6	157.63	118.22	0	1167	1128.756486	0.886072353	0.886072353	38.24351428	0.886072353		0	848.4942	751.8273	1	670.5999	0.746	0.254	1	0.5307		N/A		0.4693	0.083599646	0.176885752	0.233	n/a	n/a	n/a	1167	1	"St. Louis, MO-IL"
H1230_001_0	2011	4	106049.048	789.6667	0.001286264	0.999995784	0.998709526	788.6477	772.32	773.32	16.33	12.25	0	106049.048	102550.9842	0.999995784	0.999995784	3498.06389	0.999995784		0	789.6667	789.6634	1	773.3179	0.746	0.254	1	0.5307		N/A		0.4693	0.072726565	0.142355586	0.233	n/a	n/a	n/a	69726.43832	0.657492355	"Honolulu, HI"
H1230_003_0	2011	4	10714.73264	778.1245	0.003773763	0.645881303	0.6434439	500.6794	430.06	668.37	70.62	52.97	0	10714.73264	9849.053493	0.645881303	0.645881303	865.6791425	0.645881303		0	778.1245	502.576	1	668.3722	0.746	0.254	1	0.5307		N/A		0.4693	0.072693312	0.142404849	0.233	n/a	n/a	n/a	5414.972407	0.505376344	"Honolulu, HI"
H1230_801_0	2011	6	1713.26804	794.0876	0.001269099	0.896773117	0.895635022	711.2127	726.8	811.49	0	0	17.4	1713.26804	1713.26804	0.896773117	0.896773117	0	0		0	794.0876	712.1164	1	811.4913	0.746	0.254	1	0.5307		N/A		0.4693	0.072739714	0.142335791	0.233	n/a	n/a	n/a	1228.826732	0.717241379	"Honolulu, HI"
H1230_802_0	2011	3	11.81564166	382.6873	0	0.987643589	0.987643589	377.9587	406.64	411.73	0	0	29.04	11.81564166	11.81564166	0.987643589	0.987643589	0	0		0	382.6873	377.9587	1	411.7275	0.746	0.254	1	0		N/A		1	0.072802617	0.142238508	0.233	n/a	n/a	n/a	11.81564166	1	"Honolulu, HI"
H1230_803_0	2011	5	143465.521	795.6762	0.018149309	0.959115104	0.941707828	749.2945	705.18	748.83	44.11	33.08	0	143465.521	142374.8894	0.959115104	0.959115104	1090.631622	0.959115104		0	795.6762	763.145	1	748.831	0.746	0.254	1	0.5307		N/A		0.4693	0.072743406	0.142330198	0.233	n/a	n/a	n/a	105300.9985	0.733981222	"Honolulu, HI"
H1230_804_0	2011	3	165.4189832	377.7784	0	0.982410908	0.982410908	371.1336	406.64	413.92	0	0	36.14	165.4189832	165.4189832	0.982410908	0.982410908	0	0		0	377.7784	371.1336	1	413.9205	0.746	0.254	1	0		N/A		1	0.072770696	0.142288417	0.233	n/a	n/a	n/a	141.7876999	0.857142857	"Honolulu, HI"
H1230_805_0	2011	3	24725.7687	809.4818	0.014558793	1.073010423	1.057388686	855.9369	801.19	757.71	54.75	41.06	0	24725.7687	24533.90312	1.073010423	1.073010423	191.8655765	1.073010423		0	809.4818	868.5824	1	757.7062	0.746	0.254	1	0.5307		N/A		0.4693	0.07278506	0.142266099	0.233	n/a	n/a	n/a	22786.96205	0.921587609	"Honolulu, HI"
H1230_806_0	2011	4	239.3588451	380.8641	0	1.082039889	1.082039889	412.1101	440.37	406.98	0	0	26.12	239.3588451	239.3588451	1.082039889	1.082039889	0	0		0	380.8641	412.1101	1	406.9813	0.746	0.254	1	0		N/A		1	0.072791412	0.142256157	0.233	n/a	n/a	n/a	227.3909028	0.95	"Honolulu, HI"
H1264_004_0	2011	5	52312.52247	1048.5586	0.00239928	0.990681665	0.988304742	1036.2955	837.62	847.53	198.68	149.01	0	52312.52247	48679.59926	0.990681665	0.990681665	3632.923214	0.990681665		0	1048.5586	1038.7878	1	847.5321	0.746	0.254	1	0.5307		N/A		0.4693	0.071206427	0.183032729	0.233	n/a	n/a	n/a	34188.0526	0.653534775	"Houston-Sugar Land-Baytown, TX"
H1264_007_0	2011	5	18331.25651	1032.11	0.000643305	1.201669491	1.200896451	1239.4573	1204.69	1003.16	34.77	26.08	0	18331.25651	511.9621291	1.201669491	1.201669491	17819.29438	1.201669491		0	1032.11	1240.2551	1	1003.1589	0.746	0.254	1	0.5307		N/A		0.4693	0.07282245	0.184668775	0.233	n/a	n/a	n/a	7674.692568	0.418667022	n/a
H1264_008_0	2011	6	19988.22297	1088.3934	0.004370243	0.752139792	0.748852758	815.0464	604.11	806.71	210.94	158.21	0	19988.22297	19535.61715	0.752139792	0.752139792	452.6058148	0.752139792		0	1088.3934	818.624	1	806.714	0.746	0.254	1	0.5307		N/A		0.4693	0.069413561	0.17986366	0.233	n/a	n/a	n/a	19988.22297	1	"Houston-Sugar Land-Baytown, TX"
H1264_014_0	2011	6	9837.74788	996.7032	0.006566958	0.829880678	0.824430887	821.7129	612.75	743.24	208.96	156.72	0	9837.74788	9493.903042	0.829880678	0.829880678	343.8448379	0.829880678		0	996.7032	827.1447	1	743.24	0.746	0.254	1	0.5307		N/A		0.4693	0.076720147	0.186665562	0.233	n/a	n/a	n/a	8523.381629	0.866395615	"Dallas-Fort Worth-Arlington, TX"
H1286_002_0	2011	4	114901.5171	814.91	0.001259168	0.800195343	0.799187762	651.2661	563.3	704.84	87.97	65.98	0	114901.5171	109676.6168	0.779989388	0.800195343	5224.900287	1.224341398		0	814.91	652.0872	1	704.8406	0.746	0.254	1	0.5307		N/A		0.4693	0.073141394	0.156700721	0.233	n/a	n/a	n/a	114901.5171	1	"Spokane, WA"
H1286_003_0	2011	1	6401.990587	814.91	0.000997557	0.769519082	0.768751443	626.4632	560.13	728.62	66.33	49.75	0	6401.990587	6339.305271	0.760704202	0.769519082	62.68531528	1.660959382		0	814.91	627.0888	1	728.623	0.746	0.254	1	0.5307		N/A		0.4693	0.073141394	0.156700721	0.233	n/a	n/a	n/a	6401.990587	1	"Spokane, WA"
H1286_004_0	2011	5	8096.314507	815.2822	0.001102504	0.799164767	0.798283685	650.8264	561.21	703.02	89.62	67.22	0	8096.314507	7586.340942	0.774110274	0.799164767	509.9735657	1.171874144		0	815.2822	651.5448	1	703.0208	0.746	0.254	1	0.5307		N/A		0.4693	0.083859425	0.13028233	0.233	n/a	n/a	n/a	6205.731262	0.766488414	"Portland-Vancouver-Beaverton, OR-WA"
H1286_008_0	2011	4	22983	754.8503	0.001289087	0.771113492	0.77011946	581.3249	499.47	648.56	81.85	61.39	0	22983	22510.81688	0.761114549	0.771113492	472.1831175	1.247802245		0	754.8503	582.0752	1	648.5617	0.746	0.254	1	0.5307		N/A		0.4693	0.072778902	0.144054141	0.233	n/a	n/a	n/a	12447.49915	0.541595925	"Mount Vernon-Anacortes, WA"
H1286_801_0	2011	1	59.38754423	803.1272	0.001302741	0.800195343	0.799152896	641.8214	555.71	695.37	86.11	64.58	0	59.38754423	56.6870229	0.779989388	0.800195343	2.700521323	1.224341398		0	803.1272	642.6587	1	695.3738	0.746	0.254	1	0.5307		N/A		0.4693	0.078338418	0.142616418	0.233	n/a	n/a	n/a	23.8500276	0.401599829	n/a
H1286_803_0	2011	1	59.38754423	803.1272	0.001302741	0.800195343	0.799152896	641.8214	555.71	695.37	86.11	64.58	0	59.38754423	56.6870229	0.779989388	0.800195343	2.700521323	1.224341398		0	803.1272	642.6587	1	695.3738	0.746	0.254	1	0.5307		N/A		0.4693	0.078338418	0.142616418	0.233	n/a	n/a	n/a	23.8500276	0.401599829	n/a
H1286_804_0	2011	1	35.63252654	803.1272	0.001302741	0.800195343	0.799152896	641.8214	555.71	695.37	86.11	64.58	0	35.63252654	34.01221374	0.779989388	0.800195343	1.620312794	1.224341398		0	803.1272	642.6587	1	695.3738	0.746	0.254	1	0.5307		N/A		0.4693	0.078338418	0.142616418	0.233	n/a	n/a	n/a	14.31001656	0.401599829	n/a
H1291_001_0	2011	5	16386	781.3916	0.003453	0.982167	0.978775577	764.807	708.29	723.65	56.52	42.39	0	16386	16050	0.973966	0.982167	336	1.373911196		0	781.3916	767.457	1	723.649	0.746	0.254	1	0.5307		N/A		0.4693	0.088574986	0.185408195	0.233	n/a	n/a	n/a	6316	0.385450995	n/a
