bid_id	contract_year	version	opt_sup_b0016	opt_sup_b0017	opt_sup_b0018	opt_sup_b0019	opt_sup_b0020	opt_sup_c0016	opt_sup_c0017	opt_sup_c0018	opt_sup_c0019	opt_sup_c0020	opt_sup_d0016	opt_sup_d0017	opt_sup_d0018	opt_sup_d0019	opt_sup_d0020	opt_sup_d0021	opt_sup_e0016	opt_sup_e0017	opt_sup_e0018	opt_sup_e0019	opt_sup_e0020	opt_sup_e0021	opt_sup_f0016	opt_sup_f0017	opt_sup_f0018	opt_sup_f0019	opt_sup_f0020	opt_sup_f0021	opt_sup_f0030	opt_sup_f0031	opt_sup_g0016	opt_sup_g0017	opt_sup_g0018	opt_sup_g0019	opt_sup_g0020	opt_sup_g0021	opt_sup_g0030	opt_sup_g0031	opt_sup_h0016	opt_sup_h0017	opt_sup_h0018	opt_sup_h0019	opt_sup_h0020	opt_sup_h0021	opt_sup_h0030	opt_sup_h0031	opt_sup_i0016	opt_sup_i0017	opt_sup_i0018	opt_sup_i0019	opt_sup_i0020	opt_sup_i0021	opt_sup_i0030	opt_sup_i0031	opt_sup_j0016	opt_sup_j0017	opt_sup_j0018	opt_sup_j0019	opt_sup_j0020	opt_sup_j0021	opt_sup_j0030
H2228_018_0	2018	3	1	2	3	4	5	Fitness Rider					16.45	0	0	0	0	16.45	0	0	0	0	0	0	16.45	0	0	0	0	16.45	2157319.909	22.52793289	2.746185601	0	0	0	0	2.746185601	491283.5387	5.13025562	-1.196185601	0	0	0	0	-1.196185601	497803.1164	5.198336672	18	0	0	0	0	18	3146406.564	32.85652518	12250.37103	0	0	0	0	12250.37103	95762
H2228_019_0	2018	3	1	2	3	4	5	Dental Platinum Rider					37.18953563	0	0	0	0	37.18953563	15.65875184	0	0	0	0	15.65875184	21.53078379	0	0	0	0	21.53078379	2157319.909	22.52793289	6.052143959	0	0	0	0	6.052143959	491283.5387	5.13025562	2.417072255	0	0	0	0	2.417072255	497803.1164	5.198336672	30	0	0	0	0	30	3146406.564	32.85652518	9566.266014	0	0	0	0	9566.266014	95762
H2228_020_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_021_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	2157319.909	22.52793289	7.848973921	0	0	0	0	7.848973921	491283.5387	5.13025562	3.435595223	0	0	0	0	3.435595223	497803.1164	5.198336672	39	0	0	0	0	39	3146406.564	32.85652518	23480.73304	0	0	0	0	23480.73304	95762
H2228_022_0	2018	4	1	2	3	4	5	Dental Platinum Rider					37.18953563	0	0	0	0	37.18953563	15.65875184	0	0	0	0	15.65875184	21.53078379	0	0	0	0	21.53078379	2157319.909	22.52793289	6.052143959	0	0	0	0	6.052143959	491283.5387	5.13025562	2.417072255	0	0	0	0	2.417072255	497803.1164	5.198336672	30	0	0	0	0	30	3146406.564	32.85652518	1508.031144	0	0	0	0	1508.031144	95762
H2228_023_0	2018	5	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_024_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	2157319.909	22.52793289	7.848973921	0	0	0	0	7.848973921	491283.5387	5.13025562	3.435595223	0	0	0	0	3.435595223	497803.1164	5.198336672	39	0	0	0	0	39	3146406.564	32.85652518	19600.7887	0	0	0	0	19600.7887	95762
H2228_025_0	2018	2	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	2157319.909	22.52793289	7.848973921	0	0	0	0	7.848973921	491283.5387	5.13025562	3.435595223	0	0	0	0	3.435595223	497803.1164	5.198336672	39	0	0	0	0	39	3146406.564	32.85652518	655.9020467	0	0	0	0	655.9020467	95762
H2228_029_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	2157319.909	22.52793289	7.848973921	0	0	0	0	7.848973921	491283.5387	5.13025562	3.435595223	0	0	0	0	3.435595223	497803.1164	5.198336672	39	0	0	0	0	39	3146406.564	32.85652518	17214.32657	0	0	0	0	17214.32657	95762
H2228_030_0	2018	4	1	2	3	4	5	Dental Platinum Rider					37.18953563	0	0	0	0	37.18953563	15.65875184	0	0	0	0	15.65875184	21.53078379	0	0	0	0	21.53078379	2157319.909	22.52793289	6.052143959	0	0	0	0	6.052143959	491283.5387	5.13025562	2.417072255	0	0	0	0	2.417072255	497803.1164	5.198336672	30	0	0	0	0	30	3146406.564	32.85652518	7423.70307	0	0	0	0	7423.70307	95762
H2228_031_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_032_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_033_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_035_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_036_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_037_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_039_0	2018	4	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	2157319.909	22.52793289	7.848973921	0	0	0	0	7.848973921	491283.5387	5.13025562	3.435595223	0	0	0	0	3.435595223	497803.1164	5.198336672	39	0	0	0	0	39	3146406.564	32.85652518	0.820392955	0	0	0	0	0.820392955	95762
H2228_041_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_042_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_043_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_044_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_045_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_046_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_047_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2228_048_0	2018	5	1	2	3	4	5	Dental Platinum Rider					37.18953563	0	0	0	0	37.18953563	15.65875184	0	0	0	0	15.65875184	21.53078379	0	0	0	0	21.53078379	2157319.909	22.52793289	6.052143959	0	0	0	0	6.052143959	491283.5387	5.13025562	2.417072255	0	0	0	0	2.417072255	497803.1164	5.198336672	30	0	0	0	0	30	3146406.564	32.85652518	1741.470001	0	0	0	0	1741.470001	95762
H2228_049_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157319.909	22.52793289	0	0	0	0	0	0	491283.5387	5.13025562	0	0	0	0	0	0	497803.1164	5.198336672	0	0	0	0	0	0	3146406.564	32.85652518	0	0	0	0	0	0	95762
H2230_002_0	2018	8	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2230_017_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2230_018_1	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2230_018_2	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2237_001_0	2018	11	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2237_007_0	2018	9	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2237_009_0	2018	11	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2237_010_0	2018	9	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2241_007_1	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2241_007_2	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2241_007_3	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2247_001_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2256_001_1	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	1377.459559					1377.459559	35818
H2256_001_2	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	6255.962162					6255.962162	35818
H2256_001_6	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	688.7297793					688.7297793	35818
H2256_015_1	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	1908.35543					1908.35543	35818
H2256_015_2	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	8164.317592					8164.317592	35818
H2256_015_6	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	990.0490577					990.0490577	35818
H2256_016_1	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	28.69707414					28.69707414	35818
H2256_016_2	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	243.9251302					243.9251302	35818
H2256_016_6	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	28.69707414					28.69707414	35818
H2256_018_1	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	1133.534428					1133.534428	35818
H2256_018_7	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	2941.450099					2941.450099	35818
H2256_018_8	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	416.107575					416.107575	35818
H2256_019_1	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	14.34853707					14.34853707	35818
H2256_019_7	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	86.09122241					86.09122241	35818
H2256_019_8	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	14.34853707					14.34853707	35818
H2256_026_1	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	2726.222043					2726.222043	35818
H2256_026_2	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	8221.71174					8221.71174	35818
H2256_026_3	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	1076.14028					1076.14028	35818
H2256_028_0	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	11765.8004					11765.8004	35818
H2256_029_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2256_033_0	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	2769.267654					2769.267654	35818
H2256_034_0	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	947.0034465					947.0034465	35818
H2256_036_0	2018	7	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	3429.300359					3429.300359	35818
H2256_039_0	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	28.69707414					28.69707414	35818
H2256_040_0	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	114.7882965					114.7882965	35818
H2256_041_0	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	71.74268534					71.74268534	35818
H2256_042_0	2018	6	1	2	3	4	5	Delta Dental Option					90.77					90.77	40.34					40.34	50.43	0	0	0	0	50.43	1806301.74	50.43	1.256110488					1.256110488	65212.35271	1.820658683	2.313889512					2.313889512	26839.90729	0.749341317	54	0	0	0	0	54	1898354	53	114.7882965					114.7882965	35818
H2261_005_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2261_022_1	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2261_022_2	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2261_023_1	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2261_023_2	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H2320_007_0	2018	4	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	11728.06198	0	0	0	0	11728.06198	194283
H2320_008_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	5317.51873	0	0	0	0	5317.51873	194283
H2320_011_0	2018	4	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	35348.43357	0	0	0	0	35348.43357	194283
H2320_012_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	10949.79217	0	0	0	0	10949.79217	194283
H2320_013_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	49957.67244	0	0	0	0	49957.67244	194283
H2320_015_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	144975.8208	0	0	0	0	144975.8208	194283
H2320_016_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	1853.220187	0	0	0	0	1853.220187	194283
H2320_018_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	8475.408015	0	0	0	0	8475.408015	194283
H2320_019_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	3003.507864	0	0	0	0	3003.507864	194283
H2320_021_0	2018	5	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					25.02795536	0	0	0	0	25.02795536	4.873871025	0	0	0	0	4.873871025	20.15408433	0	0	0	0	20.15408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	0.345915666	0	0	0	0	0.345915666	-106124.22	-0.546235234	20.5	0	0	0	0	20.5	3772586	19.41799334	12552.81159	0	0	0	0	12552.81159	194283
H2320_022_1	2018	4	1	2	3	4	5	"Enhanced Vision, Dental and Hearing"					31.235441	0	0	0	0	31.235441	4.201356661	0	0	0	0	4.201356661	27.03408433	0	0	0	0	27.03408433	3878710.22	19.96422857	0	0	0	0	0	0	0	0	1.965915666	0	0	0	0	1.965915666	-106124.22	-0.546235234	29	0	0	0	0	29	3772586	19.41799334	2658.438127	0	0	0	0	2658.438127	194283
