FILE	NAME	TYPE	FIELD_TITLE
ma_3.txt	cs_j0027	NUM	In-Network Effective Copay/Coin After OOP Max 3( MA Cost Sh!J0027)
ma_3.txt	cs_j0028	NUM	In-Network Effective Copay/Coin After OOP Max 4( MA Cost Sh!J0028)
ma_3.txt	cs_j0029	NUM	In-Network Effective Copay/Coin After OOP Max 5( MA Cost Sh!J0029)
ma_3.txt	cs_j0030	NUM	In-Network Effective Copay/Coin After OOP Max 6( MA Cost Sh!J0030)
ma_3.txt	cs_j0031	NUM	In-Network Effective Copay/Coin After OOP Max 7( MA Cost Sh!J0031)
ma_3.txt	cs_j0032	NUM	In-Network Effective Copay/Coin After OOP Max 8( MA Cost Sh!J0032)
ma_3.txt	cs_j0033	NUM	In-Network Effective Copay/Coin After OOP Max 9( MA Cost Sh!J0033)
ma_3.txt	cs_j0034	NUM	In-Network Effective Copay/Coin After OOP Max 10( MA Cost Sh!J0034)
ma_3.txt	cs_j0035	NUM	In-Network Effective Copay/Coin After OOP Max 11( MA Cost Sh!J0035)
ma_3.txt	cs_j0036	NUM	In-Network Effective Copay/Coin After OOP Max 12( MA Cost Sh!J0036)
ma_3.txt	cs_j0037	NUM	In-Network Effective Copay/Coin After OOP Max 13( MA Cost Sh!J0037)
ma_3.txt	cs_j0038	NUM	In-Network Effective Copay/Coin After OOP Max 14( MA Cost Sh!J0038)
ma_3.txt	cs_j0039	NUM	In-Network Effective Copay/Coin After OOP Max 15( MA Cost Sh!J0039)
ma_3.txt	cs_j0040	NUM	In-Network Effective Copay/Coin After OOP Max 16( MA Cost Sh!J0040)
ma_3.txt	cs_j0041	NUM	In-Network Effective Copay/Coin After OOP Max 17( MA Cost Sh!J0041)
ma_3.txt	cs_j0042	NUM	In-Network Effective Copay/Coin After OOP Max 18( MA Cost Sh!J0042)
ma_3.txt	cs_j0043	NUM	In-Network Effective Copay/Coin After OOP Max 19( MA Cost Sh!J0043)
ma_3.txt	cs_j0044	NUM	In-Network Effective Copay/Coin After OOP Max 20( MA Cost Sh!J0044)
ma_3.txt	cs_j0045	NUM	In-Network Effective Copay/Coin After OOP Max 21( MA Cost Sh!J0045)
ma_3.txt	cs_j0046	NUM	In-Network Effective Copay/Coin After OOP Max 22( MA Cost Sh!J0046)
ma_3.txt	cs_j0047	NUM	In-Network Effective Copay/Coin After OOP Max 23( MA Cost Sh!J0047)
ma_3.txt	cs_j0048	NUM	In-Network Effective Copay/Coin After OOP Max 24( MA Cost Sh!J0048)
ma_3.txt	cs_j0049	NUM	In-Network Effective Copay/Coin After OOP Max 25( MA Cost Sh!J0049)
ma_3.txt	cs_j0050	NUM	In-Network Effective Copay/Coin After OOP Max 26( MA Cost Sh!J0050)
ma_3.txt	cs_j0051	NUM	In-Network Effective Copay/Coin After OOP Max 27( MA Cost Sh!J0051)
ma_3.txt	cs_j0052	NUM	In-Network Effective Copay/Coin After OOP Max 28( MA Cost Sh!J0052)
ma_3.txt	cs_j0053	NUM	In-Network Effective Copay/Coin After OOP Max 29( MA Cost Sh!J0053)
ma_3.txt	cs_j0054	NUM	In-Network Effective Copay/Coin After OOP Max 30( MA Cost Sh!J0054)
ma_3.txt	cs_j0055	NUM	In-Network Effective Copay/Coin After OOP Max 31( MA Cost Sh!J0055)
ma_3.txt	cs_j0056	NUM	In-Network Effective Copay/Coin After OOP Max 32( MA Cost Sh!J0056)
ma_3.txt	cs_j0057	NUM	In-Network Effective Copay/Coin After OOP Max 33( MA Cost Sh!J0057)
ma_3.txt	cs_j0058	NUM	In-Network Effective Copay/Coin After OOP Max 34( MA Cost Sh!J0058)
ma_3.txt	cs_j0059	NUM	In-Network Effective Copay/Coin After OOP Max 35( MA Cost Sh!J0059)
ma_3.txt	cs_j0060	NUM	In-Network Effective Copay/Coin After OOP Max 36( MA Cost Sh!J0060)
ma_3.txt	cs_j0061	NUM	In-Network Effective Copay/Coin After OOP Max 37( MA Cost Sh!J0061)
ma_3.txt	cs_j0062	NUM	In-Network Effective Copay/Coin After OOP Max 38( MA Cost Sh!J0062)
ma_3.txt	cs_j0063	NUM	In-Network Effective Copay/Coin After OOP Max 39( MA Cost Sh!J0063)
ma_3.txt	cs_j0064	NUM	In-Network Effective Copay/Coin After OOP Max 40( MA Cost Sh!J0064)
ma_3.txt	cs_k0012	NUM	Plan Level OOP Maximum Out of Network Amount( MA Cost Sh!K0012)
ma_3.txt	cs_k0025	NUM	In-Network PMPM 1( MA Cost Sh!K0025)
ma_3.txt	cs_k0026	NUM	In-Network PMPM 2( MA Cost Sh!K0026)
ma_3.txt	cs_k0027	NUM	In-Network PMPM 3( MA Cost Sh!K0027)
ma_3.txt	cs_k0028	NUM	In-Network PMPM 4( MA Cost Sh!K0028)
ma_3.txt	cs_k0029	NUM	In-Network PMPM 5( MA Cost Sh!K0029)
ma_3.txt	cs_k0030	NUM	In-Network PMPM 6( MA Cost Sh!K0030)
ma_3.txt	cs_k0031	NUM	In-Network PMPM 7( MA Cost Sh!K0031)
ma_3.txt	cs_k0032	NUM	In-Network PMPM 8( MA Cost Sh!K0032)
ma_3.txt	cs_k0033	NUM	In-Network PMPM 9( MA Cost Sh!K0033)
ma_3.txt	cs_k0034	NUM	In-Network PMPM 10( MA Cost Sh!K0034)
ma_3.txt	cs_k0035	NUM	In-Network PMPM 11( MA Cost Sh!K0035)
ma_3.txt	cs_k0036	NUM	In-Network PMPM 12( MA Cost Sh!K0036)
ma_3.txt	cs_k0037	NUM	In-Network PMPM 13( MA Cost Sh!K0037)
ma_3.txt	cs_k0038	NUM	In-Network PMPM 14( MA Cost Sh!K0038)
ma_3.txt	cs_k0039	NUM	In-Network PMPM 15( MA Cost Sh!K0039)
ma_3.txt	cs_k0040	NUM	In-Network PMPM 16( MA Cost Sh!K0040)
ma_3.txt	cs_k0041	NUM	In-Network PMPM 17( MA Cost Sh!K0041)
ma_3.txt	cs_k0042	NUM	In-Network PMPM 18( MA Cost Sh!K0042)
ma_3.txt	cs_k0043	NUM	In-Network PMPM 19( MA Cost Sh!K0043)
ma_3.txt	cs_k0044	NUM	In-Network PMPM 20( MA Cost Sh!K0044)
ma_3.txt	cs_k0045	NUM	In-Network PMPM 21( MA Cost Sh!K0045)
ma_3.txt	cs_k0046	NUM	In-Network PMPM 22( MA Cost Sh!K0046)
ma_3.txt	cs_k0047	NUM	In-Network PMPM 23( MA Cost Sh!K0047)
ma_3.txt	cs_k0048	NUM	In-Network PMPM 24( MA Cost Sh!K0048)
ma_3.txt	cs_k0049	NUM	In-Network PMPM 25( MA Cost Sh!K0049)
ma_3.txt	cs_k0050	NUM	In-Network PMPM 26( MA Cost Sh!K0050)
ma_3.txt	cs_k0051	NUM	In-Network PMPM 27( MA Cost Sh!K0051)
ma_3.txt	cs_k0052	NUM	In-Network PMPM 28( MA Cost Sh!K0052)
ma_3.txt	cs_k0053	NUM	In-Network PMPM 29( MA Cost Sh!K0053)
ma_3.txt	cs_k0054	NUM	In-Network PMPM 30( MA Cost Sh!K0054)
ma_3.txt	cs_k0055	NUM	In-Network PMPM 31( MA Cost Sh!K0055)
ma_3.txt	cs_k0056	NUM	In-Network PMPM 32( MA Cost Sh!K0056)
ma_3.txt	cs_k0057	NUM	In-Network PMPM 33( MA Cost Sh!K0057)
ma_3.txt	cs_k0058	NUM	In-Network PMPM 34( MA Cost Sh!K0058)
ma_3.txt	cs_k0059	NUM	In-Network PMPM 35( MA Cost Sh!K0059)
ma_3.txt	cs_k0060	NUM	In-Network PMPM 36( MA Cost Sh!K0060)
ma_3.txt	cs_k0061	NUM	In-Network PMPM 37( MA Cost Sh!K0061)
ma_3.txt	cs_k0062	NUM	In-Network PMPM 38( MA Cost Sh!K0062)
ma_3.txt	cs_k0063	NUM	In-Network PMPM 39( MA Cost Sh!K0063)
ma_3.txt	cs_k0064	NUM	In-Network PMPM 40( MA Cost Sh!K0064)
ma_3.txt	cs_k0065	NUM	In-Network PMPM Sub Total( MA Cost Sh!K0065)
ma_3.txt	cs_k0066	CHAR	Actual in-network plan deductible:( MA Cost Sh!K0066)
ma_3.txt	cs_k0068	NUM	PMPM impact of in-network OOP max:( MA Cost Sh!K0068)
ma_3.txt	cs_l0025	NUM	Total In-Network Cost Share PMPM 1( MA Cost Sh!L0025)
ma_3.txt	cs_l0026	NUM	Total In-Network Cost Share PMPM 2( MA Cost Sh!L0026)
ma_3.txt	cs_l0027	NUM	Total In-Network Cost Share PMPM 3( MA Cost Sh!L0027)
ma_3.txt	cs_l0028	NUM	Total In-Network Cost Share PMPM 4( MA Cost Sh!L0028)
ma_3.txt	cs_l0029	NUM	Total In-Network Cost Share PMPM 5( MA Cost Sh!L0029)
ma_3.txt	cs_l0030	NUM	Total In-Network Cost Share PMPM 6( MA Cost Sh!L0030)
ma_3.txt	cs_l0031	NUM	Total In-Network Cost Share PMPM 7( MA Cost Sh!L0031)
ma_3.txt	cs_l0032	NUM	Total In-Network Cost Share PMPM 8( MA Cost Sh!L0032)
ma_3.txt	cs_l0033	NUM	Total In-Network Cost Share PMPM 9( MA Cost Sh!L0033)
ma_3.txt	cs_l0034	NUM	Total In-Network Cost Share PMPM 10( MA Cost Sh!L0034)
ma_3.txt	cs_l0035	NUM	Total In-Network Cost Share PMPM 11( MA Cost Sh!L0035)
ma_3.txt	cs_l0036	NUM	Total In-Network Cost Share PMPM 12( MA Cost Sh!L0036)
ma_3.txt	cs_l0037	NUM	Total In-Network Cost Share PMPM 13( MA Cost Sh!L0037)
ma_3.txt	cs_l0038	NUM	Total In-Network Cost Share PMPM 14( MA Cost Sh!L0038)
ma_3.txt	cs_l0039	NUM	Total In-Network Cost Share PMPM 15( MA Cost Sh!L0039)
ma_3.txt	cs_l0040	NUM	Total In-Network Cost Share PMPM 16( MA Cost Sh!L0040)
ma_3.txt	cs_l0041	NUM	Total In-Network Cost Share PMPM 17( MA Cost Sh!L0041)
ma_3.txt	cs_l0042	NUM	Total In-Network Cost Share PMPM 18( MA Cost Sh!L0042)
ma_3.txt	cs_l0043	NUM	Total In-Network Cost Share PMPM 19( MA Cost Sh!L0043)
ma_3.txt	cs_l0044	NUM	Total In-Network Cost Share PMPM 20( MA Cost Sh!L0044)
ma_3.txt	cs_l0045	NUM	Total In-Network Cost Share PMPM 21( MA Cost Sh!L0045)
ma_3.txt	cs_l0046	NUM	Total In-Network Cost Share PMPM 22( MA Cost Sh!L0046)
ma_3.txt	cs_l0047	NUM	Total In-Network Cost Share PMPM 23( MA Cost Sh!L0047)
ma_3.txt	cs_l0048	NUM	Total In-Network Cost Share PMPM 24( MA Cost Sh!L0048)
ma_3.txt	cs_l0049	NUM	Total In-Network Cost Share PMPM 25( MA Cost Sh!L0049)
ma_3.txt	cs_l0050	NUM	Total In-Network Cost Share PMPM 26( MA Cost Sh!L0050)
ma_3.txt	cs_l0051	NUM	Total In-Network Cost Share PMPM 27( MA Cost Sh!L0051)
ma_3.txt	cs_l0052	NUM	Total In-Network Cost Share PMPM 28( MA Cost Sh!L0052)
ma_3.txt	cs_l0053	NUM	Total In-Network Cost Share PMPM 29( MA Cost Sh!L0053)
ma_3.txt	cs_l0054	NUM	Total In-Network Cost Share PMPM 30( MA Cost Sh!L0054)
ma_3.txt	cs_l0055	NUM	Total In-Network Cost Share PMPM 31( MA Cost Sh!L0055)
ma_3.txt	cs_l0056	NUM	Total In-Network Cost Share PMPM 32( MA Cost Sh!L0056)
ma_3.txt	cs_l0057	NUM	Total In-Network Cost Share PMPM 33( MA Cost Sh!L0057)
ma_3.txt	cs_l0058	NUM	Total In-Network Cost Share PMPM 34( MA Cost Sh!L0058)
ma_3.txt	cs_l0059	NUM	Total In-Network Cost Share PMPM 35( MA Cost Sh!L0059)
ma_3.txt	cs_l0060	NUM	Total In-Network Cost Share PMPM 36( MA Cost Sh!L0060)
ma_3.txt	cs_l0061	NUM	Total In-Network Cost Share PMPM 37( MA Cost Sh!L0061)
ma_3.txt	cs_l0062	NUM	Total In-Network Cost Share PMPM 38( MA Cost Sh!L0062)
ma_3.txt	cs_l0063	NUM	Total In-Network Cost Share PMPM 39( MA Cost Sh!L0063)
ma_3.txt	cs_l0064	NUM	Total In-Network Cost Share PMPM 40( MA Cost Sh!L0064)
ma_3.txt	cs_l0065	NUM	Total In-Network Cost Sharing PMPM Subtotal( MA Cost Sh!L0065)
ma_3.txt	cs_m0012	CHAR	Plan Level OOP Maximum Combined( MA Cost Sh!M0012)
ma_3.txt	cs_m0025	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 1( MA Cost Sh!M0025)
ma_3.txt	cs_m0026	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 2( MA Cost Sh!M0026)
ma_3.txt	cs_m0027	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 3( MA Cost Sh!M0027)
ma_3.txt	cs_m0028	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 4( MA Cost Sh!M0028)
ma_3.txt	cs_m0029	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 5( MA Cost Sh!M0029)
ma_3.txt	cs_m0030	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 6( MA Cost Sh!M0030)
ma_3.txt	cs_m0031	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 7( MA Cost Sh!M0031)
ma_3.txt	cs_m0032	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 8( MA Cost Sh!M0032)
ma_3.txt	cs_m0033	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 9( MA Cost Sh!M0033)
ma_3.txt	cs_m0034	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 10( MA Cost Sh!M0034)
ma_3.txt	cs_m0035	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 11( MA Cost Sh!M0035)
ma_3.txt	cs_m0036	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 12( MA Cost Sh!M0036)
ma_3.txt	cs_m0037	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 13( MA Cost Sh!M0037)
ma_3.txt	cs_m0038	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 14( MA Cost Sh!M0038)
ma_3.txt	cs_m0039	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 15( MA Cost Sh!M0039)
ma_3.txt	cs_m0040	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 16( MA Cost Sh!M0040)
ma_3.txt	cs_m0041	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 17( MA Cost Sh!M0041)
ma_3.txt	cs_m0042	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 18( MA Cost Sh!M0042)
ma_3.txt	cs_m0043	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 19( MA Cost Sh!M0043)
ma_3.txt	cs_m0044	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 20( MA Cost Sh!M0044)
ma_3.txt	cs_m0045	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 21( MA Cost Sh!M0045)
ma_3.txt	cs_m0046	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 22( MA Cost Sh!M0046)
ma_3.txt	cs_m0047	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 23( MA Cost Sh!M0047)
ma_3.txt	cs_m0048	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 24( MA Cost Sh!M0048)
ma_3.txt	cs_m0049	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 25( MA Cost Sh!M0049)
ma_3.txt	cs_m0050	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 26( MA Cost Sh!M0050)
ma_3.txt	cs_m0051	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 27( MA Cost Sh!M0051)
ma_3.txt	cs_m0052	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 28( MA Cost Sh!M0052)
ma_3.txt	cs_m0053	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 29( MA Cost Sh!M0053)
ma_3.txt	cs_m0054	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 30( MA Cost Sh!M0054)
ma_3.txt	cs_m0055	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 31( MA Cost Sh!M0055)
ma_3.txt	cs_m0056	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 32( MA Cost Sh!M0056)
ma_3.txt	cs_m0057	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 33( MA Cost Sh!M0057)
ma_3.txt	cs_m0058	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 34( MA Cost Sh!M0058)
ma_3.txt	cs_m0059	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 35( MA Cost Sh!M0059)
ma_3.txt	cs_m0060	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 36( MA Cost Sh!M0060)
ma_3.txt	cs_m0061	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 37( MA Cost Sh!M0061)
ma_3.txt	cs_m0062	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 38( MA Cost Sh!M0062)
ma_3.txt	cs_m0063	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 39( MA Cost Sh!M0063)
ma_3.txt	cs_m0064	CHAR	Out-of-NetworkÿDescription ofÿCost Sharing / . . .ÿBenefit Limits****ÿÿÿ 40( MA Cost Sh!M0064)
ma_3.txt	cs_n0012	NUM	Plan Level OOP Maximum Combined Amount( MA Cost Sh!N0012)
ma_3.txt	cs_n0025	NUM	Out-of-Network Cost Sharing PMPM 1( MA Cost Sh!N0025)
ma_3.txt	cs_n0026	NUM	Out-of-Network Cost Sharing PMPM 2( MA Cost Sh!N0026)
ma_3.txt	cs_n0027	NUM	Out-of-Network Cost Sharing PMPM 3( MA Cost Sh!N0027)
ma_3.txt	cs_n0028	NUM	Out-of-Network Cost Sharing PMPM 4( MA Cost Sh!N0028)
ma_3.txt	cs_n0029	NUM	Out-of-Network Cost Sharing PMPM 5( MA Cost Sh!N0029)
ma_3.txt	cs_n0030	NUM	Out-of-Network Cost Sharing PMPM 6( MA Cost Sh!N0030)
ma_3.txt	cs_n0031	NUM	Out-of-Network Cost Sharing PMPM 7( MA Cost Sh!N0031)
ma_3.txt	cs_n0032	NUM	Out-of-Network Cost Sharing PMPM 8( MA Cost Sh!N0032)
ma_3.txt	cs_n0033	NUM	Out-of-Network Cost Sharing PMPM 9( MA Cost Sh!N0033)
ma_3.txt	cs_n0034	NUM	Out-of-Network Cost Sharing PMPM 10( MA Cost Sh!N0034)
ma_3.txt	cs_n0035	NUM	Out-of-Network Cost Sharing PMPM 11( MA Cost Sh!N0035)
ma_3.txt	cs_n0036	NUM	Out-of-Network Cost Sharing PMPM 12( MA Cost Sh!N0036)
ma_3.txt	cs_n0037	NUM	Out-of-Network Cost Sharing PMPM 13( MA Cost Sh!N0037)
ma_3.txt	cs_n0038	NUM	Out-of-Network Cost Sharing PMPM 14( MA Cost Sh!N0038)
ma_3.txt	cs_n0039	NUM	Out-of-Network Cost Sharing PMPM 15( MA Cost Sh!N0039)
ma_3.txt	cs_n0040	NUM	Out-of-Network Cost Sharing PMPM 16( MA Cost Sh!N0040)
ma_3.txt	cs_n0041	NUM	Out-of-Network Cost Sharing PMPM 17( MA Cost Sh!N0041)
ma_3.txt	cs_n0042	NUM	Out-of-Network Cost Sharing PMPM 18( MA Cost Sh!N0042)
ma_3.txt	cs_n0043	NUM	Out-of-Network Cost Sharing PMPM 19( MA Cost Sh!N0043)
ma_3.txt	cs_n0044	NUM	Out-of-Network Cost Sharing PMPM 20( MA Cost Sh!N0044)
ma_3.txt	cs_n0045	NUM	Out-of-Network Cost Sharing PMPM 21( MA Cost Sh!N0045)
ma_3.txt	cs_n0046	NUM	Out-of-Network Cost Sharing PMPM 22( MA Cost Sh!N0046)
ma_3.txt	cs_n0047	NUM	Out-of-Network Cost Sharing PMPM 23( MA Cost Sh!N0047)
ma_3.txt	cs_n0048	NUM	Out-of-Network Cost Sharing PMPM 24( MA Cost Sh!N0048)
ma_3.txt	cs_n0049	NUM	Out-of-Network Cost Sharing PMPM 25( MA Cost Sh!N0049)
ma_3.txt	cs_n0050	NUM	Out-of-Network Cost Sharing PMPM 26( MA Cost Sh!N0050)
ma_3.txt	cs_n0051	NUM	Out-of-Network Cost Sharing PMPM 27( MA Cost Sh!N0051)
ma_3.txt	cs_n0052	NUM	Out-of-Network Cost Sharing PMPM 28( MA Cost Sh!N0052)
ma_3.txt	cs_n0053	NUM	Out-of-Network Cost Sharing PMPM 29( MA Cost Sh!N0053)
ma_3.txt	cs_n0054	NUM	Out-of-Network Cost Sharing PMPM 30( MA Cost Sh!N0054)
ma_3.txt	cs_n0055	NUM	Out-of-Network Cost Sharing PMPM 31( MA Cost Sh!N0055)
ma_3.txt	cs_n0056	NUM	Out-of-Network Cost Sharing PMPM 32( MA Cost Sh!N0056)
ma_3.txt	cs_n0057	NUM	Out-of-Network Cost Sharing PMPM 33( MA Cost Sh!N0057)
ma_3.txt	cs_n0058	NUM	Out-of-Network Cost Sharing PMPM 34( MA Cost Sh!N0058)
ma_3.txt	cs_n0059	NUM	Out-of-Network Cost Sharing PMPM 35( MA Cost Sh!N0059)
ma_3.txt	cs_n0060	NUM	Out-of-Network Cost Sharing PMPM 36( MA Cost Sh!N0060)
ma_3.txt	cs_n0061	NUM	Out-of-Network Cost Sharing PMPM 37( MA Cost Sh!N0061)
ma_3.txt	cs_n0062	NUM	Out-of-Network Cost Sharing PMPM 38( MA Cost Sh!N0062)
ma_3.txt	cs_n0063	NUM	Out-of-Network Cost Sharing PMPM 39( MA Cost Sh!N0063)
ma_3.txt	cs_n0064	NUM	Out-of-Network Cost Sharing PMPM 40( MA Cost Sh!N0064)
ma_3.txt	cs_n0065	NUM	Out-of-Network Cost Sharing PMPM Total( MA Cost Sh!N0065)
ma_3.txt	cs_n0066	CHAR	Actual OON plan level deductible:( MA Cost Sh!N0066)
ma_3.txt	cs_n0068	NUM	PMPM impact of OON OOP max:( MA Cost Sh!N0068)
ma_3.txt	cs_o0025	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 1( MA Cost Sh!O0025)
ma_3.txt	cs_o0026	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 2( MA Cost Sh!O0026)
ma_3.txt	cs_o0027	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 3( MA Cost Sh!O0027)
ma_3.txt	cs_o0028	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 4( MA Cost Sh!O0028)
ma_3.txt	cs_o0029	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 5( MA Cost Sh!O0029)
ma_3.txt	cs_o0030	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 6( MA Cost Sh!O0030)
ma_3.txt	cs_o0031	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 7( MA Cost Sh!O0031)
ma_3.txt	cs_o0032	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 8( MA Cost Sh!O0032)
ma_3.txt	cs_o0033	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 9( MA Cost Sh!O0033)
ma_3.txt	cs_o0034	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 10( MA Cost Sh!O0034)
ma_3.txt	cs_o0035	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 11( MA Cost Sh!O0035)
ma_3.txt	cs_o0036	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 12( MA Cost Sh!O0036)
ma_3.txt	cs_o0037	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 13( MA Cost Sh!O0037)
ma_3.txt	cs_o0038	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 14( MA Cost Sh!O0038)
ma_3.txt	cs_o0039	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 15( MA Cost Sh!O0039)
ma_3.txt	cs_o0040	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 16( MA Cost Sh!O0040)
ma_3.txt	cs_o0041	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 17( MA Cost Sh!O0041)
ma_3.txt	cs_o0042	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 18( MA Cost Sh!O0042)
ma_3.txt	cs_o0043	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 19( MA Cost Sh!O0043)
ma_3.txt	cs_o0044	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 20( MA Cost Sh!O0044)
ma_3.txt	cs_o0045	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 21( MA Cost Sh!O0045)
ma_3.txt	cs_o0046	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 22( MA Cost Sh!O0046)
ma_3.txt	cs_o0047	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 23( MA Cost Sh!O0047)
ma_3.txt	cs_o0048	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 24( MA Cost Sh!O0048)
ma_3.txt	cs_o0049	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 25( MA Cost Sh!O0049)
ma_3.txt	cs_o0050	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 26( MA Cost Sh!O0050)
ma_3.txt	cs_o0051	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 27( MA Cost Sh!O0051)
ma_3.txt	cs_o0052	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 28( MA Cost Sh!O0052)
ma_3.txt	cs_o0053	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 29( MA Cost Sh!O0053)
ma_3.txt	cs_o0054	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 30( MA Cost Sh!O0054)
ma_3.txt	cs_o0055	NUM	Grand TotalÿCost ShareÿPMPMÿ(INN+OON) 31( MA Cost Sh!O0055)
