bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_i0036	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0024	bnchmk_l0025	bnchmk_l0026	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0036
H3620_802_0	2012	7	18048	824.3164	0.003490096	0.982394575	0.978965924	806.9777	810.28	827.69	0	0	3.37	18048	17933	0.982394575	0.982394575	115	0.982394575		0	824.3164	809.804	1	827.6897	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.082787134	0.175853946	0.224	n/a	n/a	n/a	15343.41216	0.850144734	"Canton-Massillon, OH"
H3620_803_0	2012	6	100	793.7978	0.0035	0.924880191	0.92164311	731.5983	761.21	825.93	0	0	32.13	100	99.36063936	0.924880191	0.924880191	0.639360639	0.924880191		0	793.7978	734.1679	1	825.9271	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.082751818	0.176031113	0.224	n/a	n/a	n/a	54.76523477	0.547652348	"Canton-Massillon, OH"
H3620_805_0	2012	6	100	376.8016	0.0035	0.924880191	0.92164311	347.2766	407.08	441.69	0	0	64.89	100	99.36063936	0.924880191	0.924880191	0.639360639	0.924880191		0	376.8016	348.4963	1	441.6894	0.74	0.26	1	3	Low	0.733333333	0		N/A		1	0.082751818	0.176031113	0.224	n/a	n/a	n/a	54.76523477	0.547652348	"Canton-Massillon, OH"
H3620_806_0	2012	6	100	376.8016	0.0035	0.924880191	0.92164311	347.2766	407.08	441.69	0	0	64.89	100	99.36063936	0.924880191	0.924880191	0.639360639	0.924880191		0	376.8016	348.4963	1	441.6894	0.74	0.26	1	3	Low	0.733333333	0		N/A		1	0.082751818	0.176031113	0.224	n/a	n/a	n/a	54.76523477	0.547652348	"Canton-Massillon, OH"
H3623_001_0	2012	5	37867.80987	821.2552	0.005739226	0.936872126	0.931495205	764.9953	642.42	689.67	122.58	81.72	0	37867.80987	35783.02613	0.936872126	0.936872126	2084.783746	0.936872126		0	821.2552	769.4111	1	689.6654	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.078286132	0.169970711	0.224	n/a	n/a	n/a	24093.34919	0.636248816	"Columbus, OH"
H3623_003_0	2012	4	12793.98692	818.8961	0.004144904	1.099339604	1.094782947	896.5135	788.93	720.63	107.58	71.72	0	12793.98692	12559.43122	1.099339604	1.099339604	234.5556977	1.099339604		0	818.8961	900.245	1	720.6269	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.078225669	0.170284958	0.224	n/a	n/a	n/a	7245.940254	0.56635514	"Columbus, OH"
H3623_004_0	2012	5	25934.72675	822.9064	0.006221621	0.984451231	0.978326348	805.0711	692.94	708.29	112.13	74.75	0	25934.72675	22858.7562	0.973817096	0.984451231	3075.970552	1.063477699		0	822.9064	810.1113	1	708.2913	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081660356	0.173098571	0.224	n/a	n/a	n/a	22012.8317	0.848778239	"Cleveland-Elyria-Mentor, OH"
H3623_801_0	2012	2	783.0711464	823.2605	0.003844	0.96	0.95630976	787.292	781.16	816.85	6.13	4.09	0	783.0711464	780.721933	0.96	0.96	2.349213439	0.96		0	823.2605	790.3301	1	816.8483	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.0809119	0.175062423	0.224	n/a	n/a	n/a	159.0613266	0.203125	n/a
H3623_802_0	2012	2	1638.74081	820.0734	0.003884643	0.940831146	0.937176353	768.5534	750.66	800.98	17.89	11.93	0	1638.74081	1634.963041	0.940831146	0.940831146	3.777769245	0.940831146		0	820.0734	771.5506	1	800.9805	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.080223505	0.175196147	0.224	n/a	n/a	n/a	707.6380772	0.431818182	n/a
H3653_004_0	2012	6	142692	808.6947	0.005060711	1.030246721	1.02503294	828.9388	750.67	732.34	78.27	56.09	0	142692	141185	1.030246721	1.030246721	1507	1.030246721		0	808.6947	833.1551	1	732.3374	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.078255535	0.17318437	0.224	n/a	n/a	n/a	128160	0.898158271	"Toledo, OH"
H3653_015_0	2012	7	7512	811.8997	0.010367355	0.879828716	0.870707219	706.9269	628.07	721.33	78.86	56.52	0	7512	6460	0.817241158	0.879828716	1052	1.264159158		0	811.8997	714.3327	1	721.3332	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.07848441	0.173727691	0.224	n/a	n/a	n/a	6000	0.798722045	"Toledo, OH"
H3653_018_0	2012	4	1752	808.3468	0.001497267	1.018322542	1.016797841	821.9253	691.57	680.15	130.36	93.42	0	1752	1752	1.018322542	1.018322542	0	0		0	808.3468	823.1578	1	680.145	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.078399075	0.17352143	0.224	n/a	n/a	n/a	1464	0.835616438	"Toledo, OH"
H3653_803_0	2012	1	16236	808.7468	0.010661059	0.869971017	0.860696204	696.0853	662.67	769.92	33.42	23.95	0	16236	16213	0.869971017	0.869971017	23	0.869971017		0	808.7468	703.5863	1	769.9232	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.078169291	0.173002233	0.224	n/a	n/a	n/a	15144	0.932742055	"Toledo, OH"
H3653_806_0	2012	1	708	384.3046	0	0.731026131	0.731026131	280.9367	337.15	461.2	0	0	76.9	708	708	0.731026131	0.731026131	0	0		0	384.3046	280.9367	1	461.201	0.74	0.26	1	3.5		0.716666667	0		N/A		1	0.078177982	0.173007226	0.224	n/a	n/a	n/a	660	0.93220339	"Toledo, OH"
H3653_809_0	2012	1	1140	806.2695	0.008070394	1.094433673	1.085601162	875.2871	808.16	744.44	67.13	48.11	0	1140	1140	1.094433673	1.094433673	0	0		0	806.2695	882.4085	1	744.4355	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.078143568	0.172929699	0.224	n/a	n/a	n/a	1080	0.947368421	"Toledo, OH"
H3655_013_0	2012	9	779550.4888	821.9342	0.001254162	1.148257364	1.146817263	942.6084	853.9	744.58	88.71	59.14	0	779550.4888	725682.0641	1.148257364	1.148257364	53868.42471	1.148257364		0	821.9342	943.792	1	744.5824	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081487459	0.176189369	0.224	n/a	n/a	n/a	309278.1974	0.396739149	n/a
H3655_030_0	2012	9	163019.1059	820.7315	0.002940256	1.035463941	1.032419413	847.3391	710.51	688.2	136.83	91.22	0	163019.1059	160394.3409	1.035463941	1.035463941	2624.765004	1.035463941		0	820.7315	849.8379	1	688.199	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.080652828	0.177606951	0.224	n/a	n/a	n/a	51499.45698	0.31591056	n/a
H3655_031_0	2012	9	77369.02752	825.0713	0.002945646	1.010060017	1.007084738	830.9168	697.41	692.5	133.51	89.01	0	77369.02752	71860.79614	1.010060017	1.010060017	5508.231376	1.010060017		0	825.0713	833.3716	1	692.5038	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.080224811	0.178223918	0.224	n/a	n/a	n/a	19567.44115	0.252910522	n/a
H3655_801_0	2012	9	46339.28267	823.3306	0.001052927	1.121445495	1.120264695	922.3482	895.91	799.73	26.44	17.63	0	46339.28267	45569.10544	1.121445495	1.121445495	770.1772319	1.121445495		0	823.3306	923.3204	1	799.7306	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.082159888	0.178975165	0.224	n/a	n/a	n/a	15382.91429	0.331962719	n/a
H3655_803_0	2012	6	318.9460731	823.3306	0.001226681	1.120781959	1.119407117	921.6421	903.5	807.12	18.14	12.09	0	318.9460731	318.9460731	1.120781959	1.120781959	0	0		0	823.3306	922.7741	1	807.1237	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.082159888	0.178975165	0.224	n/a	n/a	n/a	105.8782057	0.331962719	n/a
H3655_804_0	2012	5	600	823.3306	0.001226681	1.120781959	1.119407117	921.6421	903.5	807.12	18.14	12.09	0	600	600	1.120781959	1.120781959	0	0		0	823.3306	922.7741	1	807.1237	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.082159888	0.178975165	0.224	n/a	n/a	n/a	199.1776316	0.331962719	n/a
H3659_001_0	2012	5	127512.2234	827.7854	0.001907925	1.076615091	1.07456099	889.5059	796.29	741.04	93.22	62.15	0	127512.2234	118035.4086	1.03714885	1.076615091	9476.814767	1.568174125		0	827.7854	891.2062	1	741.0375	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081686479	0.17418614	0.224	n/a	n/a	n/a	62927.39951	0.49350092	n/a
H3659_003_0	2012	4	258205.3896	823.3545	0.002409847	0.987848	0.985467438	811.3891	686.08	696.2	125.31	83.54	0	258205.3896	243797.4491	0.959225559	0.987848	14407.94053	1.472169699		0	823.3545	813.3491	1	696.1975	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081296197	0.180848298	0.224	n/a	n/a	n/a	101796.3456	0.394245626	n/a
H3659_031_0	2012	4	566926.0783	826.5052	0.002951621	0.936308948	0.933545319	771.5801	665.29	712.65	106.29	70.86	0	566926.0783	537795.9416	0.905694822	0.936308948	29130.13672	1.501502069		0	826.5052	773.8642	1	712.6489	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081665143	0.175208021	0.224	n/a	n/a	n/a	255725.1688	0.451073215	n/a
H3659_054_0	2012	3	8850.275141	825.6603	0.001884741	0.843768445	0.84217816	695.3531	624.46	741.48	70.89	47.26	0	8850.275141	8784.065482	0.836982201	0.843768445	66.20965845	1.744102581		0	825.6603	696.6661	1	741.4821	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081440931	0.177115679	0.224	n/a	n/a	n/a	2423.246565	0.273804659	n/a
H3659_056_0	2012	5	73977.25606	826.0996	0.002199302	1.369498681	1.36648674	1128.8542	1068.36	781.83	60.49	40.33	0	73977.25606	7714.547087	1.30074076	1.369498681	66262.70897	1.37750373		0	826.0996	1131.3424	1	781.8298	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081032279	0.176442897	0.224	n/a	n/a	n/a	20688.72598	0.279663333	n/a
H3659_058_0	2012	3	4698.868633	821.5203	0.001027718	2.479321568	2.476773525	2034.7198	1966.8	794.1	67.92	45.28	0	4698.868633	132.5635682	1.784089158	2.479321568	4566.305065	2.499504733		0	821.5203	2036.8131	1	794.0976	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.082676803	0.173556728	0.224	n/a	n/a	n/a	1756.784219	0.373873874	n/a
H3659_801_0	2012	2	2266.409537	827.7408	0.001815209	0.991482704	0.989682956	819.201	727.68	735.27	91.52	61.01	0	2266.409537	2220.120408	0.975544545	0.991482704	46.28912964	1.755909096		0	827.7408	820.6907	1	735.2658	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.08233226	0.174540709	0.224	n/a	n/a	n/a	1190.744084	0.525387872	"Cincinnati-Middletown, OH-KY-IN"
H3659_802_0	2012	2	23.84406839	825.7309	0.001901048	0.991482704	0.989597848	817.1415	728.21	735.86	88.93	59.29	0	23.84406839	23.35707733	0.975544545	0.991482704	0.486991056	1.755909096		0	825.7309	818.6979	1	735.8646	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081458052	0.174913427	0.224	n/a	n/a	n/a	6.281302626	0.263432503	n/a
H3659_803_0	2012	2	23.84406839	825.7309	0.001901048	0.991482704	0.989597848	817.1415	723.64	731.25	93.5	62.33	0	23.84406839	23.35707733	0.975544545	0.991482704	0.486991056	1.755909096		0	825.7309	818.6979	1	731.2465	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081458052	0.174913427	0.224	n/a	n/a	n/a	6.281302626	0.263432503	n/a
H3659_807_0	2012	2	24	825.7309	0.001901048	0.991482704	0.989597848	817.1415	723.15	730.75	93.99	62.66	0	24	23.5098242	0.975544545	0.991482704	0.490175801	1.755909096		0	825.7309	818.6979	1	730.7514	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081458052	0.174913427	0.224	n/a	n/a	n/a	6.322380081	0.263432503	n/a
H3660_028_0	2012	5	61356	838.1203	0.00211554	1.147088121	1.144661411	959.3639	852.44	744.71	106.92	76.63	0	61356	59343.21249	1.147088121	1.147088121	2012.787506	1.147088121		0	838.1203	961.3978	1	744.7093	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080296387	0.177393363	0.224	n/a	n/a	n/a	51807	0.844367299	"Akron, OH"
H3660_029_0	2012	5	119593	833.6408	0.003787675	0.867205598	0.863920905	720.1997	598.97	693.32	121.23	86.88	0	119593	114806.0191	0.867205598	0.867205598	4786.980936	0.867205598		0	833.6408	722.9379	1	693.3158	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080719461	0.17704599	0.224	n/a	n/a	n/a	80991	0.677221911	"Akron, OH"
H3660_032_0	2012	5	4098	835.9635	0.004987785	1.346588013	1.339871521	1120.0837	1124.97	839.61	0	0	3.65	4098	4025.496042	1.346588013	1.346588013	72.50395754	1.346588013		0	835.9635	1125.6985	1	839.6104	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080669149	0.176907399	0.224	n/a	n/a	n/a	2741	0.66886286	"Akron, OH"
H3660_043_0	2012	2	1597	834.7677	0.001424407	0.646946442	0.646024927	539.2807	467.01	722.9	72.27	51.79	0	1597	1578.321637	0.646946442	0.646946442	18.67836257	0.646946442		0	834.7677	540.05	1	722.8978	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.08099272	0.176318158	0.224	n/a	n/a	n/a	898	0.562304321	"Akron, OH"
H3660_044_0	2012	4	71779	833.1289	0	0.780485038	0.780485038	650.2446	509.01	652.17	141.23	101.21	0	71779	68905.88281	0.780485038	0.780485038	2873.117194	0.780485038		0	833.1289	650.2446	1	652.1714	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080869486	0.176873243	0.224	n/a	n/a	n/a	44421	0.618857883	"Akron, OH"
H3660_801_0	2012	1	12429.86556	838.6221	0.002668812	0.925765364	0.92329467	774.2953	718.54	778.23	55.76	39.96	0	12429.86556	12318.54055	0.925765364	0.925765364	111.3250102	0.925765364		0	838.6221	776.3673	1	778.2348	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080825476	0.176135153	0.224	n/a	n/a	n/a	7482.827443	0.602003892	"Akron, OH"
H3660_802_0	2012	1	121.2435096	838.6221	0	0.925765364	0.925765364	776.3673	787.05	850.16	0	0	11.54	121.2435096	121	0.925765364	0.925765364	0.243509587	0.925765364		0	838.6221	776.3673	1	850.1614	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080825476	0.176135153	0.224	n/a	n/a	n/a	72.98906465	0.602003892	"Akron, OH"
H3660_805_0	2012	1	30755.95288	836.1396	0.002598954	0.997324303	0.994732304	831.7351	760.9	764.93	70.84	50.77	0	30755.95288	30517.02173	0.997324303	0.997324303	238.9311506	0.997324303		0	836.1396	833.9023	1	764.9294	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080839162	0.17605677	0.224	n/a	n/a	n/a	18312.00832	0.595397203	"Akron, OH"
H3660_806_0	2012	1	300	839.244	0	0.897159744	0.897159744	752.9359	783.48	873.29	0	0	34.05	300	300	0.897159744	0.897159744	0	0		0	839.244	752.9359	1	873.2893	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.080112693	0.177539941	0.224	n/a	n/a	n/a	276	0.92	"Akron, OH"
H3664_012_0	2012	10	5816.472506	824.5661	0.00164611	1.250019859	1.247962188	1029.0274	971.41	778.4	57.62	41.29	0	5816.472506	5788.275529	1.250019859	1.250019859	28.19697744	1.250019859		0	824.5661	1030.7241	1	778.397	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.082798924	0.176313295	0.224	n/a	n/a	n/a	4545.4328	0.781475851	"Canton-Massillon, OH"
H3664_014_0	2012	8	14409.29468	821.5331	0.012970976	0.919780956	0.907850499	745.8292	676.83	745.53	69	49.45	0	14409.29468	14372.18818	0.919780956	0.919780956	37.10650733	0.919780956		0	821.5331	755.6305	1	745.5302	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.082792186	0.176329159	0.224	n/a	n/a	n/a	10696.156	0.742309477	"Canton-Massillon, OH"
H3664_017_0	2012	10	150239.9117	819.4946	0.003470402	0.950871827	0.94757192	776.53	707.03	746.15	69.5	49.81	0	150239.9117	148228.53	0.950871827	0.950871827	2011.381727	0.950871827		0	819.4946	779.2343	1	746.1492	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.082793793	0.176325375	0.224	n/a	n/a	n/a	108247.9908	0.720500895	"Canton-Massillon, OH"
H3664_018_0	2012	10	8065.7	822.5206	0.00352	0.8	0.797184	655.7002	586.64	735.89	69.06	49.49	0	8065.7	8020.690513	0.8	0.8	45.00948661	0.8		0	822.5206	658.0164	1	735.8903	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.082781162	0.176355126	0.224	n/a	n/a	n/a	6062.1	0.751590067	"Canton-Massillon, OH"
H3664_801_0	2012	4	64363	828.0356	0.00245297	0.874379948	0.872235121	722.2418	681.71	781.57	40.53	29.05	0	64363	64224	0.874379948	0.874379948	139	0.874379948		0	828.0356	724.0177	1	781.5668	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.082880623	0.176123434	0.224	n/a	n/a	n/a	53997.51686	0.838952766	"Canton-Massillon, OH"
H3664_802_0	2012	4	1654	840.2832	0	1.026588694	1.026588694	862.6252	774.23	754.18	88.4	63.35	0	1654	1654	1.026588694	1.026588694	0	0		0	840.2832	862.6252	1	754.1774	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.082887409	0.176105508	0.224	n/a	n/a	n/a	1606	0.970979444	"Canton-Massillon, OH"
H3664_803_0	2012	4	99.99533894	828.0356	0.00245297	0.874379948	0.872235121	722.2418	681.71	781.57	40.53	29.05	0	99.99533894	99.78404748	0.874379948	0.874379948	0.211291458	0.874379948		0	828.0356	724.0177	1	781.5668	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.082880623	0.176123434	0.224	n/a	n/a	n/a	83.89136616	0.838952766	"Canton-Massillon, OH"
H3664_805_0	2012	4	99.99533894	393.0537	0.0025	0.874379948	0.872193998	342.819	410.1	470.19	0	0	77.14	99.99533894	99.78404748	0.874379948	0.874379948	0.211291458	0.874379948		0	393.0537	343.6782	1	470.1936	0.74	0.26	1	4		0.716666667	0		N/A		1	0.082880623	0.176123434	0.224	n/a	n/a	n/a	83.89136616	0.838952766	"Canton-Massillon, OH"
H3664_806_0	2012	4	99.99533894	393.0537	0.0025	0.874379948	0.872193998	342.819	410.1	470.19	0	0	77.14	99.99533894	99.78404748	0.874379948	0.874379948	0.211291458	0.874379948		0	393.0537	343.6782	1	470.1936	0.74	0.26	1	4		0.716666667	0		N/A		1	0.082880623	0.176123434	0.224	n/a	n/a	n/a	83.89136616	0.838952766	"Canton-Massillon, OH"
H3668_005_0	2012	5	311019.5263	838.9608	0.012868921	1.02144051	1.008295673	845.9205	721.88	715.94	124.04	88.9	0	311019.5263	306224.6558	1.02144051	1.02144051	4794.870483	1.02144051		0	838.9608	856.9485	1	715.9408	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.078522923	0.169293913	0.224	n/a	n/a	n/a	276291.4529	0.88834118	"Columbus, OH"
H3668_011_0	2012	5	19086.87106	835.6626	0.013351632	0.792169073	0.781592323	653.1475	510.03	652.55	143.12	102.57	0	19086.87106	17999.87425	0.792169073	0.792169073	1086.996811	0.792169073		0	835.6626	661.986	1	652.5525	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.078717672	0.169872282	0.224	n/a	n/a	n/a	15654.12571	0.820151488	"Columbus, OH"
H3668_013_0	2012	2	6871.877285	833.6964	0.008842436	1.029459209	1.020356282	850.6673	764.41	749.16	86.26	61.82	0	6871.877285	6853.169815	1.029459209	1.029459209	18.70746992	1.029459209		0	833.6964	858.2564	1	749.1599	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.07878852	0.16987655	0.224	n/a	n/a	n/a	5608.544747	0.816159037	"Columbus, OH"
H3668_801_0	2012	1	25	838.9608	0.012868921	1.011595358	0.998577217	837.7671	719.7	720.73	118.07	84.62	0	25	24.61458445	1.011595358	1.011595358	0.385415551	1.011595358		0	838.9608	848.6888	1	720.7254	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.078522923	0.169293913	0.224	n/a	n/a	n/a	22.20852949	0.88834118	"Columbus, OH"
H3668_802_0	2012	1	5066.681604	845.1876	0.021335637	1.011595358	0.990012326	836.7461	712.08	719.26	124.67	89.35	0	5066.681604	5021.375228	1.011595358	1.011595358	45.3063766	1.011595358		0	845.1876	854.9879	1	719.2638	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.078210149	0.168519257	0.224	n/a	n/a	n/a	4979.311811	0.982756013	"Columbus, OH"
H3668_803_0	2012	1	2160	838.9608	0.012868921	1.011595358	0.998577217	837.7671	704.57	705.57	133.2	95.46	0	2160	2126.700096	1.011595358	1.011595358	33.29990361	1.011595358		0	838.9608	848.6888	1	705.5739	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.078522923	0.169293913	0.224	n/a	n/a	n/a	1918.816948	0.88834118	"Columbus, OH"
H3668_804_0	2012	1	240	838.9608	0.012868921	1.011595358	0.998577217	837.7671	704.57	705.57	133.2	95.46	0	240	236.3000107	1.011595358	1.011595358	3.69998929	1.011595358		0	838.9608	848.6888	1	705.5739	0.74	0.26	1	4		0.716666667	0.52532		N/A		0.47468	0.078522923	0.169293913	0.224	n/a	n/a	n/a	213.2018831	0.88834118	"Columbus, OH"
H3672_013_0	2012	7	44241	816.7055	0.012878598	1.0839	1.069940888	873.8267	757.15	707.66	116.68	83.62	0	44241	42829	1.0839	1.0839	1412	1.0839		0	816.7055	885.2271	1	707.6559	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.081680303	0.176753372	0.224	n/a	n/a	n/a	17199	0.388757035	n/a
H3672_014_0	2012	4	11343	816.7062	0.007751916	0.9755	0.967938006	790.521	673.89	696.21	116.63	83.58	0	11343	11270	0.9755	0.9755	73	0.9755		0	816.7062	796.6969	1	696.2119	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.081680308	0.176753567	0.224	n/a	n/a	n/a	4410	0.388786035	n/a
H3672_016_0	2012	7	1135	816.6497	0.012878598	1.0839	1.069940888	873.7669	768.36	718.13	105.41	75.54	0	1135	1105	1.0839	1.0839	30	1.0839		0	816.6497	885.1666	1	718.1331	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.081681965	0.176752631	0.224	n/a	n/a	n/a	441	0.388546256	n/a
H3672_804_0	2012	5	365	829.3263	0.023249086	0.9139	0.89265266	740.3003	655.93	734.81	84.37	60.47	0	365	363	0.9139	0.9139	2	0.9139		0	829.3263	757.9213	1	734.8099	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.082680789	0.176381452	0.224	n/a	n/a	n/a	317	0.868493151	"Canton-Massillon, OH"
H3672_805_0	2012	5	3289	829.1294	0.023249086	0.9139	0.89265266	740.1246	580.15	649.92	159.97	114.65	0	3289	3275	0.9139	0.9139	14	0.9139		0	829.1294	757.7414	1	649.9168	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.082679453	0.176361471	0.224	n/a	n/a	n/a	2845	0.865004561	"Canton-Massillon, OH"
H3706_001_0	2012	3	57365.46889	864.0664	0.005360714	0.94896385	0.943876726	815.5722	660.22	699.48	155.35	103.57	0	57365.46889	47011.05939	0.923064059	0.94896385	10354.4095	1.066554004		0	864.0664	819.9678	1	699.4769	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081217843	0.186410625	0.224	n/a	n/a	n/a	48768.25943	0.850132674	"Oklahoma City, OK"
H3706_009_0	2012	2	4475.349208	858.0118	0.012753386	0.67949997	0.670834045	575.5835	485.45	723.65	90.13	60.09	0	4475.349208	4431.483237	0.675455965	0.67949997	43.86597126	1.088038538		0	858.0118	583.019	1	723.6514	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081362476	0.186269929	0.224	n/a	n/a	n/a	3605.399799	0.805613066	"Oklahoma City, OK"
H3706_017_0	2012	3	7803.042191	862.5573	0.021135864	0.935350105	0.915580672	789.7408	668.1	729.7	121.64	81.09	0	7803.042191	6656.406105	0.915333103	0.935350105	1146.636086	1.051552005		0	862.5573	806.7931	1	729.7009	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081145498	0.186480696	0.224	n/a	n/a	n/a	6807.566919	0.872424723	"Oklahoma City, OK"
H3706_803_0	2012	1	11273.55461	866.5632	0.011310703	0.872268903	0.862402928	747.3266	662.15	767.8	85.18	56.79	0	11273.55461	11171.54073	0.867851326	0.872268903	102.0138867	1.35603774		0	866.5632	755.8761	1	767.7966	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081469853	0.186645132	0.224	n/a	n/a	n/a	9661.58934	0.857013575	"Oklahoma City, OK"
H3706_804_0	2012	1	563.6777307	866.5632	0.011310703	0.872268903	0.862402928	747.3266	662.15	767.8	85.18	56.79	0	563.6777307	558.5770364	0.867851326	0.872268903	5.100694333	1.35603774		0	866.5632	755.8761	1	767.7966	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081469853	0.186645132	0.224	n/a	n/a	n/a	483.079467	0.857013575	"Oklahoma City, OK"
H3706_807_0	2012	1	563.6777307	866.5632	0.011310703	0.872268903	0.862402928	747.3266	662.15	767.8	85.18	56.79	0	563.6777307	558.5770364	0.867851326	0.872268903	5.100694333	1.35603774		0	866.5632	755.8761	1	767.7966	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.081469853	0.186645132	0.224	n/a	n/a	n/a	483.079467	0.857013575	"Oklahoma City, OK"
H3708_001_0	2012	4	2210.383928	842.3785	0	2.331675158	2.331675158	1964.1531	1908.92	818.69	55.23	40.5	0	2210.383928	0	0	2.331675158	2210.383928	2.331675158		0	842.3785	1964.1531	1	818.6904	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.083984641	0.183569571	0.224	n/a	n/a	n/a	2190.422815	0.990969391	Not in a Metro Area
H3749_001_0	2012	7	280545.4871	871.5376	0.002439177	0.934770877	0.932490805	812.7008	700.16	750.85	112.54	75.03	0	280545.4871	264073.8394	0.908683111	0.934770877	16471.64769	1.353010546		0	871.5376	814.6879	1	750.8492	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.080825862	0.186787873	0.224	n/a	n/a	n/a	272437.6777	0.971099841	"Oklahoma City, OK"
