,state_code,prov_nbr,name,address,city,state,zip
1339,11,2572,DAVITA EAST COBB DIALYSIS ,4880 LOWER ROSWELL RD SUITE 770 ,MARIETTA,GA,30068
1340,11,2573,DAVITA COLUMBUS DIALYSIS,6228 BRADLEY PARK DRIVE SUITE B ,COLUMBUS,GA,31904
1341,11,2574,DCI FORT OGLETHORPE ,201 THOMAS ROAD ,FORT OGLETHORPE ,GA,30742
1342,11,2576,DCI DAWSON,PO BOX 71 ,DAWSON,GA,39842
1343,11,2578,DAVITA BUCKHEAD DIALYSIS,1575 NORTHSIDE DRIVE NE SUITE 365 ,ATLANTA ,GA,30318
1344,11,2579,DAVITA WYLDS ROAD DIALYSIS,1815 WYLDS ROAD ,AUGUSTA ,GA,30909
1345,11,2581,DAVITA COBB DIALYSIS,3865 MEDICAL PARK DRIVE ,AUSTELL ,GA,30106
1346,11,2583,DAVITA DIALYSIS CENTER OF MIDDLE GEORGIA-MACON,747 SECOND STREET ,MACON ,GA,31201
1347,11,2585,"FRESENIUS MEDICAL CARE WARNER ROBINS, LLC ",703 NORTH HOUSTON ROAD,WARNER ROBINS ,GA,31093
1348,11,2587,DCI EAST ALBANY ,1314 RADIUM SPRINGS RD,ALBANY,GA,31705
1349,11,2588,WAYNESBORO DIALYSIS ,163 S. LIBERTY ST ,WAYNESBORO,GA,30830
1350,11,2590,FRESENIUS MEDICAL CARE PERIMETER,5825 GLENRIDGE DRIVEBLDG 3 SUITE 150,ATLANTA ,GA,30328
1351,11,2591,FMCNA CARTERSVILLE,14 ROVING ROAD SE ,CARTERSVILLE,GA,30121
1352,11,2594,DAVITA PAULDING DIALYSIS,4019 JOHNS ROAD ,DALLAS,GA,30132
1353,11,2595,FMC LAWRENCEVILLE ,595 HURRICANE SHOALS RD NWSUITE 202 ,LAWRENCEVILLE ,GA,30046
1354,11,2596,DAVITA SOUTHERN LANE DIALYSIS ,1840 SOUTHERN LANE,DECATUR ,GA,30033
1355,11,2599,"FRESENIUS MEDICAL CARE HONEYCREEK DIALYSIS, LLC ",1285 WELLBROOK CIRCLE ,CONYERS ,GA,30012
1356,11,2600,DCI NORTH COLUMBUS,2424 B WARM SPRINGS ROAD,COLUMBUS,GA,31904
1357,11,2601,RCG THOMASVILLE ,300 W JACKSON STREET,THOMASVILLE ,GA,31792
1358,11,2602,DAVITA EAST MACON DIALYSIS CENTER ,165 EMERY HIGHWAY SUITE 101 ,MACON ,GA,31217
1359,11,2603,DAVITA MOULTRIE DIALYSIS CENTER ,2419 S MAIN STREET,MOULTRIE,GA,31768
1360,11,2608,DAVITA BRUNSWICK SOUTH DIALYSIS ,2930 SPRINGDALE ROAD,BRUNSWICK ,GA,31520
1361,11,2609,NEPHROLOGY CENTERS OF AMERICA GROVETOWN ,444 PARK 20 WEST DRIVE,GROVETOWN ,GA,30813
1362,11,2610,DCI LAFAYETTE ,614 PATTERSON ROAD,LA FAYETTE,GA,30728
1363,11,2612,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",857 CURTIS PKWY SE,CALHOUN ,GA,30701
1364,11,2613,FRESENIUS MEDICAL CARE HEPHZIBAH,3801 WOODLAKE DRIVE ,HEPHZIBAH ,GA,30815
1365,11,2615,DCI DEKALB,558 MEDLOCK ROAD,DECATUR ,GA,30030
1366,11,2617,DAVITA NORTH FULTON DIALYSIS,1250 NORTH MEADOW PKWYSUITE 120 ,ROSWELL ,GA,30076
1367,11,2619,DIALYSIS AMERICA INC ALPHARETTA DIALYSIS CENTER ,1260 UPPER HEMBREE ROAD SUITE A ,ROSWELL ,GA,30076
1368,11,2620,DAVITA DIALYSIS CENTER OF MIDDLE GEORGIA-WARNER ROBINS,509 NORTH HOUSTON RD,WARNER ROBINS ,GA,31093
1369,11,2621,FRESENIUS MEDICAL CARE HALL COUNTY,1492 JESSE JEWELL PKWY SE ,GAINESVILLE ,GA,30501
1370,11,2622,RCG LAWRENCEVILLE ,350 PHILIP BLVD NW,LAWRENCEVILLE ,GA,30045
1371,11,2624,DAVITA CANDLER COUNTY DIALYSIS,325 CEDAR ROAD,METTER,GA,30439
1372,11,2627,FMC OF SNELLVILLE INC ,2096 MCGEE ROAD ,SNELLVILLE,GA,30078
1373,11,2628,RCG BAINBRIDGE,703 E SHOTWELL STREET ,BAINBRIDGE,GA,39819
1374,11,2630,DCI SYLVESTER ,PO BOX 806,SYLVESTER ,GA,31791
1375,11,2631,DAVITA ABERCORN DIALYSIS,11706 MERCY BLVDBLDG 9,SAVANNAH,GA,31419
1376,11,2632,NEPHRON CORPORATION ,301 NORTH BROAD STREE ,WINDER,GA,30680
1377,11,2633,DAVITA DECATUR DIALYSIS CENTER,1987 CANDLER RD ,DECATUR ,GA,30032
1378,11,2634,FRESENIUS MEDICAL CARE GAINESVILLE,1856 THOMPSON BRIDGE ROAD SUITE 101 ,GAINESVILLE ,GA,30501
1379,11,2636,DAVITA WILLIAMS STREET DIALYSIS ,2812 WILLIAMS ST,SAVANNAH,GA,31404
1380,11,2637,DCI FAYETTEVILLE,155 BRANDYWINE BOULEVARD,FAYETTEVILLE,GA,30214
1381,11,2638,DAVITA BAXLEY DIALYSIS,539 FAIR STREET ,BAXLEY,GA,31513
1382,11,2639,DAVITA DERENNE DIALYSIS ,5303 MONTGOMERY ST,SAVANNAH,GA,31405
1383,11,2640,DAVITA GREENSBORO DIALYSIS,1220 SILOAM ROAD,GREENSBORO,GA,30642
1384,11,2641,FRESENIUS MEDICAL CARE CLARKE COUNTY,5105 JEFFERSON RD SUITE B ,ATHENS,GA,30607
1385,11,2643,DAVITA ATLANTA WEST DIALYSIS,2538 MARTIN LUTHER KING JR DRIVE SW ,ATLANTA ,GA,30311
1386,11,2645,FRESENIUS MEDICAL CARE CLAYTON COUNTY ,181 UPPER RIVERDALE RD,RIVERDALE ,GA,30274
1387,11,2646,DAVITA SNAPFINGER DIALYSIS,5255 SNAPFINGER PARK DRIVE SUITE 115,DECATUR ,GA,30035
1388,11,2648,DSI SAVANNAH DRAYTON DIALYSIS ,1020 DRAYTON STREET ,SAVANNAH,GA,31401
1389,11,2649,NEPHROLOGY CENTERS OF AMERICA LOUISVILLE,817 PEACHTREE STREET,LOUISVILLE,GA,30434
1390,11,2651,DAVITA MCDONOUGH DIALYSIS CENTER,114 DUNN STREET ,MCDONOUGH ,GA,30253
1391,11,2655,DAVITA EAST POINT DIALYSIS CENTER ,2669 CHURCH STREET,EAST POINT,GA,30344
1392,11,2656,SOUTH FULTON DIALYSIS CENTER,"3268 GREENBRIAR PKWY, SW",ATLANTA ,GA,30331
1393,11,2657,DAVITA FAYETTEVILLE DIALYSIS,1279 HWY 54 WEST #110 ,FAYETTEVILLE,GA,30214
1394,11,2658,FMC DIALYSIS CENTER SNAPFINGER,5250 SNAPFINGER PARK DRIVE,DECATUR ,GA,30035
1395,11,2659,FRESENIUS MEDICAL CARE HENRY COUNTY ,"1365 ROCK QUARRY ROAD, ST 100 ",STOCKBRIDGE ,GA,30281
1396,11,2660,DAVITA CENTENNIAL ATLANTA DIALYSIS,418 DECATUR STREET,ATLANTA ,GA,30312
1397,11,2661,DAVITA EFFINGHAM NORTH DIALYSIS ,1451 A GA HWY 21 SOUTH,SPRINGFIELD ,GA,31329
1398,11,2664,"SWAINSBORO DIALYSIS CLINIC, LLC ",3 MEDICAL CENTER DRIVE,SWAINSBORO,GA,30401
1399,11,2667,US RENAL CARE FORSYTH ,91 MARTIN LUTHER KING JR. DRIVE ,FORSYTH ,GA,31029
1400,11,2668,FMC DIALYSIS SERVICES SOUTH COBB,1886 STALLION PARKWAY ,AUSTELL ,GA,30106
1401,11,2669,"SOUTH AUGUSTA DIALYSIS CLINIC, LLC",3206 PEACH ORCHARD ROAD ,AUGUSTA ,GA,30906
1402,11,2671,DAVITA NEPHROLOGY CENTER OF SOUTH AUGUSTA ,1631 GORDON HWY STORE 1B,AUGUSTA ,GA,30906
1403,11,2672,FMC ATLANTA-DOWNTOWN,231 NW 14TH ST NW ,ATLANTA ,GA,30318
1404,11,2674,ATHENS KIDNEY CENTER,1440 NORTH CHASE STREET ,ATHENS,GA,30601
1405,11,2675,US RENAL CARE COBB RENAL CENTER ,506 ROSWELL STREET,MARIETTA,GA,30060
1406,11,2676,FMC MUSCOGEE COUNTY ,1851 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31904
1407,11,2677,DCI ATLANTA HOME DIALYSIS ,120 PIEDMONT AVENUE STE 300 ,ATLANTA ,GA,30303
1408,11,2679,FMC CLAXTON DIALYSIS CENTER ,312 NORTH RIVER STREET,CLAXTON ,GA,30417
1409,11,2680,UNION COUNTY DIALYSIS ,72 APPALACHIAN AVENUE ,BLAIRSVILLE ,GA,30512
1410,11,2681,DAVITA CUMMING DIALYSIS ,911 MARKET PLACE BLVD SUITE 3 ,CUMMING ,GA,30041
1411,11,2683,DAVITA PERRY DIALYSIS CENTER,D/B/A PERRY DIALYSIS CENTER 1027 KEITH DR ,PERRY ,GA,31069
1412,11,2685,US RENAL CARE MURRAY COUNTY DIALYSIS,108 HOSPITAL DRIVE,CHATSWORTH,GA,30705
1413,11,2688,US RENAL CARE OF SOUTH GEORGIA,3564 NORTH CROSSING CIRCLE,VALDOSTA,GA,31602
1414,11,2689,DAVITA NEWNAN DIALYSIS,242 BULLSBORO DR,NEWNAN,GA,30263
1415,11,2691,DAVITA CARTERSVILLE RENAL CENTER,419 E. MAIN STREET,CARTERSVILLE,GA,30120
1416,11,2692,DAVITA FOREST PARK DIALYSIS CENTER,380 FOREST PARKWAY,FOREST PARK ,GA,30297
1417,11,2693,GAINESVILLE DIALYSIS,2545 FLINTRIDGE ROADSTE 130 ,GAINESVILLE ,GA,30501
1418,11,2694,FMC DOUGLAS COUNTY,4645 TIMBER RIDGE ROADBLDG 200 SUITE 140,DOUGLASVILLE,GA,30135
1419,11,2695,DAVITA NORTHLAKE DIALYSIS ,1350 MONTREAL ROADSUITE 200 ,TUCKER,GA,30084
1420,11,2696,SPALDING COUNTY DIALYSIS,1570 WILLIAMSON ROAD,GRIFFIN ,GA,30224
1421,11,2699,US RENAL CARE OF CENTRAL VALDOSTA ,506 NORTH PATTERSON STREET,VALDOSTA,GA,31601
1422,11,2700,DSI WOODSTOCK RENAL CENTER,2001 PROFESSIONAL PARKWAY SUITE 100 ,WOODSTOCK ,GA,30188
1423,11,2702,TRINITY DIALYSIS CLINIC ,1354 CLEVELAND AVENUE ,EAST POINT,GA,30344
1424,11,2704,DCI ALBANY WEST TOWN,PO BOX 1984 ,ALBANY,GA,31702
1425,11,2705,FRESENIUS MEDICAL CARE STONE MOUNTAIN ,5723 MEMORIAL DR,STONE MOUNTAIN,GA,30083
1426,11,2706,DAVITA SWEETWATER DIALYSIS,7117 S SWEETWATER ROAD,LITHIA SPRINGS,GA,30122
1427,11,2707,US RENAL CARE HAWKINSVILLE,292 INDUSTRIAL BLD STE 100,HAWKINSVILLE,GA,31036
1428,11,2708,US RENAL CARE COVINGTON DIALYSIS,4179 BAKER ST ,COVINGTON ,GA,30014
1429,11,2709,DAVITA ELLIJAY DIALYSIS ,449 INDUSTRIAL BLVD #240,ELLIJAY ,GA,30540
1430,11,2710,DAVITA EAST GEORGIA DIALYSIS,1989 STAMBUK LANE SUITE A ,STATESBORO,GA,30458
1431,11,2711,DAVITA IRIS CITY DIALYSIS ,521 NORTH EXPRESSWAYSUITE 1509,GRIFFIN ,GA,30223
1432,11,2712,"FRESENIUS MEDICAL CARE HONEYCREEK DIALYSIS, LLC ",11415 BROWN BRIDGE ROAD ,COVINGTON ,GA,30016
1433,11,2714,ARA SOUTH AUGUSTA CLINIC,1649 GORDON HIGHWAY ,AUGUSTA ,GA,30906
1434,11,2715,DAVITA EAST DEKALB DIALYSIS ,"2853 CANDLER ROAD, SUITE 203",DECATUR ,GA,30034
1435,11,2716,FMC WEST CHATHAM DIALYSIS CENTER,113 MINUS AVENUE,GARDEN CITY ,GA,31408
1436,11,2718,FMC DIALYSIS SERVICES OF WALTON ,299 PLAZA DRIVE ,MONROE,GA,30655
1437,11,2719,"US RENAL CARE,INC ",611 COOK STREET ,ROYSTON ,GA,30662
1438,11,2720,FMC NEW BAILIE,1717 WALTON WAY ,AUGUSTA ,GA,30904
1439,11,2721,FMC DIALYSIS SERVICES WOODSTOCK ,110 LONDONDERRY COURT SUITE 100 ,WOODSTOCK ,GA,30188
1440,11,2722,ARA AUGUSTA LLC ,1000 TELFAIR ST ,AUGUSTA ,GA,30901
1441,11,2723,DAVITA VIDALIA FIRST STREET DIALYSIS,906 E FIRST STREET,VIDALIA ,GA,30474
1442,11,2724,DAVITA MONTEZUMA DIALYSIS ,114 DEVAUGHN AVENUE ,MONTEZUMA ,GA,31063
1443,11,2725,DAVITA WRIGHTSVILLE DIALYSIS,2240 WEST ELM STREET,WRIGHTSVILLE,GA,31096
1444,11,2726,DSI MONTICELLO DIALYSIS ,1393 FUNDERBURG DRIVE ,MONTICELLO,GA,31064
1445,11,2727,DAVITA LORING HEIGHTS DIALYSIS,1741 COMMERCE DR. NW,ATLANTA ,GA,30318
1446,11,2729,DAVITA BAKERS FERRY DIALYSIS,3645 BAKERS FERRY ROAD,ATLANTA ,GA,30331
1447,11,2730,NEWNAN DIALYSIS UNIT,101 WERZ INDUSTRIAL DRIVE ,NEWNAN,GA,30263
1448,11,2732,"FORT VALLEY DIALYSIS CENTER, LLC",135 AVERA DRIVE ,FORT VALLEY ,GA,31030
1449,11,2733,US RENAL CARE ADEL DIALYSIS ,701 NORTH HUTCHINSON AVE,ADEL,GA,31620
1450,11,2734,FMCNA DIALYSIS SERVICES OF CHATTAHOOCHEE VALLEY ,2042 WYNNTON ROAD ,COLUMBUS,GA,31906
1451,11,2735,EISENHOWER PARKWAY DIALYSIS ,2525 SECOND STREET,MACON ,GA,31206
1452,11,2737,FRESENIUS MEDICAL CARE HIGHLANDS,2700 HIGHLANDS PARKWAY STE A,SMYRNA,GA,30082
1453,11,2738,FMCNA OF NORTH COBB ,1392 BELLS FERRY ROAD ,MARIETTA,GA,30066
1454,11,2741,DAVITA GROVEPARK DIALYSIS ,794 MCDONOUGH ROADSUITE 103 ,JACKSON ,GA,30233
1455,11,2742,DAVITA WEST GEORGIA DIALYSIS,1216 STARK AVENUE ,COLUMBUS,GA,31906
1456,11,2743,FRESENIUS MEDICAL CARE LAKE LANIER,2565 THOMPSON BRIDGE ROAD ,GAINESVILLE ,GA,30501
1457,11,2744,DIALYSIS FACILITY OF ALMA INC ,415 SOUTH DIXON STREET,ALMA,GA,31510
1458,11,2745,DAVITA LAKE HEARN DIALYSIS,1150 LAKE HEARN DRIVE SUITE 100 ,ATLANTA ,GA,30342
1459,11,2746,DAVITA DIALYSIS OF LITHONIA ,2485 PARK CENTRAL BLVD,DECATUR ,GA,30035
1460,11,2748,COMMUNITY DIALYSIS CENTER OF COLUMBUS LLC ,1120 13TH STREET,COLUMBUS,GA,31901
1461,11,2749,FRESENIUS MEDICAL CARE CARROL COUNTY,157 CLINIC AVENUE SUITE 102 ,CARROLLTON,GA,30117
1462,11,2750,FRESENIUS MEDICAL CARE COLLEGE PARK ,2545 SULLIVAN ROAD,COLLEGE PARK,GA,30337
1463,11,2751,FRESENIUS MEDICAL CARE BREMEN ,108 REDDING DRIVE ,BREMEN,GA,30110
1464,11,2752,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",172 THREE RIVERS DRIVE NE ,ROME,GA,30161
1465,11,2753,"STOCKBRIDGE DIALYSIS CLINIC,LLC ",3580 CAMERON PARKWAY,STOCKBRIDGE ,GA,30281
1466,11,2754,DSI MACON HEMLOCK DIALYSIS,657 HEMLOCK ST STE 100,MACON ,GA,31201
1467,11,2755,"FRESENIUS MEDICAL CARE LOGANVILLE, LLC",3431 HWY 81 S ,LOGANVILLE,GA,30052
1468,11,2758,DAVITA SUGARLOAF DIALYSIS ,1705 BELLE MEADE CT STE 110 ,LAWRENCEVILLE ,GA,30043
1469,11,2759,RENAL CARE GROUP LITHONIA ,2701 EVANS MILL ROAD,LITHONIA,GA,30058
1470,11,2760,DAVITA BUFORD DIALYSIS,1550 BUFORD HWY STE 1E,BUFORD,GA,30518
1471,11,2761,FMS LAWRENCEVILLE ,1115 HERRINGTON ROAD,LAWRENCEVILLE ,GA,30044
1472,11,2762,RAI DEANS BRIDGE,2841 DEANS BRIDGE ROAD,AUGUSTA ,GA,30906
1473,11,2763,FMC CUMMING ,1070 BUFORD HIGHWAY ,CUMMING ,GA,30041
1474,11,2765,DAVITA NORTHWEST GEORGIA DIALYSIS ,260 HOSPITAL ROAD ,CANTON,GA,30114
1475,11,2766,FMC BULLOCH COUNTY,1355 BRAMPTON AVE ,STATESBORO,GA,30458
1476,11,2767,FMC DIALYSIS SERVICES OF HOUSTON COUNTY ,816 DUKE AVENUE ,WARNER ROBINS ,GA,31093
1477,11,2768,FMS TOOMBS COUNTY DIALYSIS,105 MELVIN PAGE DR,VIDALIA ,GA,30474
1478,11,2769,HOGANSVILLE DIALYSIS CLINIC ,1002 WILLIAMS ST,HOGANSVILLE ,GA,30230
1479,11,2770,"US RENAL CARE,INC ",105 PROFESSIONAL PLACE,CALHOUN ,GA,30701
1480,11,2771,DAVITA SOUTHERN CRESCENT DIALYSIS CENTER,275 UPPER RIVERDALE RD SW STE B ,RIVERDALE ,GA,30274
1481,11,2772,FMCNA VILLA RICA,130 PROSPECTOR DR ,VILLA RICA,GA,30180
1482,11,2773,RAI CARE CENTER PATTERSON ,1115 SOUTH PATTERSON STREET ,VALDOSTA,GA,31601
1483,11,2774,DAVITA SPIVEY PERITONEAL AND HOME DIALYSIS CENTER ,7444 HANNOVER PARKWAY SUITE 150 ,STOCKBRIDGE ,GA,30281
1484,11,2775,DCI BOXWOOD PLACE ,1711 BOXWOOD PLACE,COLUMBUS,GA,31906
1485,11,2776,US RENAL CARE GRAY DIALYSIS ,1002 BOULDER DRIVE,GRAY,GA,31032
1486,11,2777,DAVITA MOUNTAIN PARK DIALYSIS ,5235 MEMORIAL DR,STONE MOUNTAIN,GA,30083
1487,11,2778,DAVITA MEDLOCK BRIDGE DIALYSIS,10680 MEDLOCK BRIDGE RDSTE 103,DULUTH,GA,30097
1488,11,2779,NORTH GWINNETT DIALYSIS ,185 OLD PEACHTREE ROAD NW ,SUWANEE ,GA,30024
1489,11,2781,FMCNA DIALYSIS SERVICES OF DECATUR,2721 IRWIN WAY,DECATUR ,GA,30030
1490,11,2782,FMCNA SANDY SPRINGS ,7840 ROSWELL RD BLDG 200 STE 210,ATLANTA ,GA,30350
1491,11,2783,NRA PALMETTO,500 WALNUT WAY,PALMETTO,GA,30268
1492,11,2784,DAVITA NORTH HENRY DIALYSIS ,3546 HWY 138 SE ,STOCKBRIDGE ,GA,30281
1493,11,2785,FRESENIUS MEDICAL CARE SOUTH DEKALB/ROCKDALE,6085 HILLANDALE DRIVE ,LITHONIA,GA,30058
1494,11,2786,FRESENIUS MEDICAL CARE RIVER CITY ,2443 BROOKSTONE CENTER PARKWAYSUITE B ,COLUMBUS,GA,31904
1495,11,2788,DAVITA UNION CITY DIALYSIS,6851 SHANNON PARKWAY SUITE 200,UNION CITY,GA,30291
1496,11,2789,DAVITA ATHENS EAST DIALYSIS ,"2026 S MILLEDGE AVE, STREET A2",ATHENS,GA,30605
1497,11,2790,DAVITA SOUTHSTAR ADAMSVILLE DIALYSIS,3651 BAKERS FERRY RD SW ,ATLANTA ,GA,30331
1498,11,2791,NRA - VALDOSTA (NORTH) GEORGIA,4358 KINGS WAY,VALDOSTA,GA,31602
1499,11,2792,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC. ",14 CHEROKEE RDSUITE A ,CEDARTOWN ,GA,30125
1500,11,2793,FRESENIUS MEDICAL CARE EVANS,696 INDUSTRIAL PARK DR,EVANS ,GA,30809
1501,11,2794,DAVITA TIFTON DIALYSIS,624 LOVE AVE,TIFTON,GA,31794
1502,11,2795,"BIOMEDICAL APPLICATIONS OF GEORGIA, INC ",12541 HIGHWAY 27,SUMMERVILLE ,GA,30747
1503,11,2796,DAVITA CORDELE DIALYSIS CENTER,1013 EAST 16TH AVE,CORDELE ,GA,31015
1504,11,2797,FRESENIUS MEDICAL CARE DIALYSIS OF GOLDEN ISLES ,475 GATEWAY CENTER BLVD ,BRUNSWICK ,GA,31525
1505,11,2798,LAGRANGE DIALYSIS CLINIC,140 OLD MILL ROAD ,LAGRANGE,GA,30241
1506,11,2799,SOUTH HENRY DIALYSIS CENTER ,1095 HENRY PARKWAY CONNECTOR,MCDONOUGH ,GA,30252
1507,11,2800,FRESENIUS MEDICAL CARE HABERSHAM,735 N HISTORIC HWY 441,DEMOREST,GA,30535
1508,11,2801,DIALYSIS CLINIC INC CLARK HOME TRAINING CENTER,1210 N JEFFERSON STREET ,ALBANY,GA,31701
1509,11,2802,FRESENIUS MEDICAL CARE RINCON ,604 TOWNE PARK WEST ,RINCON,GA,31326
1510,11,2803,DAVITA KIDNEY DIALYSIS CENTER ,640 MARTIN LUTHER KING JR BLVD,MACON ,GA,31201
1511,11,2804,NEPHRON CORPORATION ,710 BREEDLOVE DR,MONROE,GA,30655
1512,11,2806,DAVITA SNELLVILLE DIALYSIS,2135 MAIN STREET EAST SUITE 130 ,SNELLVILLE,GA,30078
1513,11,2807,DAVITA ARBOR PLACE DIALYSIS ,9559 HIGHWAY 5 STE #1 ,DOUGLASVILLE,GA,30135
1514,11,2809,NEPHRON CORPORATION ,3770 HOWELL FERRY ROAD,DULUTH,GA,30096
1515,11,2810,DAVITA KENNESTONE DIALYSIS,200 COBB PKWY N BUILDING 300 STE 318,MARIETTA,GA,30062
1516,11,2811,DAVITA POOLER DIALYSIS,54 TRADERS WAY,POOLER,GA,31322
1517,11,2813,DAVITA SHAMROCK DIALYSIS,1016 CLAXTON DAIRY ROAD STE 1A,DUBLIN,GA,31021
1518,11,2814,MADISON KIDNEY CENTER ,1311 ATLANTA HIGHWAY SUITE A,MADISON ,GA,30650
1519,11,2815,DAVITA PEACHTREE CITY DIALYSIS,2830 W HWY 54 2830 W HWY 54 ,PEACHTREE CITY,GA,30269
1520,11,2816,DAVITA GEORGIA DIALYSIS FOR ADOLESCENTS AND PEDIATRICS,4434 HUGH HOWELL RD ,TUCKER,GA,30084
1521,11,2817,DAVITA SATILLA RIVER DIALYSIS ,308 CARSWELL AVE,WAYCROSS,GA,31501
1522,11,2818,COMMERCE KIDNEY CENTER,592 RIDGE WAY RD STE A. ,COMMERCE,GA,30529
1523,11,2819,FMC CROSSROADS,1719 MAGNOLIA WAY ,AUGUSTA ,GA,30919
1524,11,2820,DAVITA NORTH ATLANTA HOME TRAINING,"5775 PEACHTREE DUNWOODY RD, STE C110",ATLANTA ,GA,30342
1525,11,2821,DAVITA CLASSIC CITY DIALYSIS,1686 PRINCE AVE ,ATHENS,GA,30606
1526,11,2822,HAPEVILLE DIALYSIS CENTER ,800 VIRGINIA AVESTE 100 ,HAPEVILLE ,GA,30354
1527,11,2823,EMORY DIALYSIS LLC,2841 GREENBRIAR PKWY SW SUITE X126,ATLANTA ,GA,30331
1528,11,2824,EMORY DIALYSIS LLC,610 NORTHSIDE DRIVE NW,ATLANTA ,GA,30318
1529,11,2826,EMORY DIALYSIS LLC,2726 CANDLER ROAD ,DECATUR ,GA,30034
1530,11,2827,NEPHRON CORPORATION ,2290 OAK ROAD ,SNELLVILLE,GA,30078
1531,11,2828,DAVITA CONYERS DIALYSIS ,1501 MILSTEAD RD NE ,CONYERS ,GA,30012
1532,11,2829,DAVITA COLONIAL SPRINGS DIALYSIS,2840 EAST WEST CONNECTORSUITE 350 ,AUSTELL ,GA,30106
1533,11,2830,FRESENIUS MEDICAL CARE HIRAM,3919 ATLANTA HIGHWAY,HIRAM ,GA,30141
1534,11,2831,DAVITA MAGNOLIA OAKS DIALYSIS ,2377 HWY 196 WEST ,HINESVILLE,GA,31313
1535,11,2832,DSI MACON PINE STREET DIALYSIS,745 PINE STREET ,MACON ,GA,31210
1536,11,2833,DSI MILLEDGEVILLE DIALYSIS,411 NORTH JEFFERSON STREET,MILLEDGEVILLE ,GA,31061
1537,11,2834,FRESENIUS KIDNEY CARE MABLETON,1380 VETERANS MEMORIAL HWY SW ,MABLETON,GA,30126
1538,11,2835,FMC HONEY CREEK ,1901 HONEY CREEK COMMONS,CONYERS ,GA,30013
1539,11,2836,RAI CARE CENTERS OF STOCKBRIDGE ,500 EAGLES LANDING PKWY ,STOCKBRIDGE ,GA,30281
1540,11,2837,NEPHRON CORPORATION ,6060 SINGLETON ROAD SUITE A ,NORCROSS,GA,30093
1541,11,2838,RAI CARE CENTERS FAYETTEVILLE ,1240 HWY 54 WEST STE 408,FAYETTEVILLE,GA,30215
1542,11,2839,RENAL CARE PARTNERS OF CUMMING,1370 BUFORD HIGHWAY STE 110 ,CUMMING ,GA,30041
1543,11,2840,DAVITA NORTH CARROLLTON DIALYSIS,195 PARKWOOD CIR,CARROLLTON,GA,30117
1544,11,2841,DAVITA MCAFFEE DIALYSIS ,1987 CANDLER RD SUITE C ,DECATUR ,GA,30032
1545,11,2842,DAVITA MID ATLANTA HOME DIALYSIS,"418 DECATUR ST SE, STE B",ATLANTA ,GA,30312
1546,11,2843,LAKE HARTWELL KIDNEY CENTER ,98 ARTHUR STREET,HARTWELL,GA,30643
1547,11,2844,DUBLIN DIALYSIS CENTER,"2400 BELLEVUE RD, STE 29 A",DUBLIN,GA,31021
1548,11,2845,RENAL CARE PARTNERS OF ROSWELL,"11660 ALPHARETTA HWY, SUITE 650 ",ROSWELL ,GA,30076
1549,11,2846,LAKE OCONEE DIALYSIS,"1000 COWLES CLINIC WAY, SUITE S-100 ",GREENSBORO,GA,30642
1550,11,2847,ELLENWOOD DIALYSIS CENTER ,209 BENNETTE BLVD ,ELLENWOOD ,GA,30294
1551,11,2848,DAVITA DARIEN DIALYSIS,5873 HWY 17 NORTH ,DARIEN,GA,31305
1552,11,2849,FRESENIUS MEDICAL CARE ACWORTH,3372 ACWORTH SUMMIT BLVD,ACWORTH ,GA,30101
1553,11,2850,"RELIANT RENAL CARE GEORGIA, LLC ",1720 POWDER SPRINGS RD,MARIETTA,GA,30064
1554,11,2851,BUCKHEAD HOME TRAINING,"1575 NORTHSIDE DR, NW ",ATLANTA ,GA,30318
1555,11,2852,TOTAL RENAL CARE INC,540 CENTRAL AVENUE,ATLANTA ,GA,30312
1556,11,2853,"KIDNEY CENTER OF NORTH GEORGIA, LLC ",102 ERLANGER SOUTH DRIVE,RINGGOLD,GA,30736
1557,11,2854,LAKE HARTWELL DIALYSIS,1065 E. FRANKLIN STREET ,HARTWELL,GA,30643
1558,11,2855,MCDUFFIE DIALYSIS ,621 MCNEIL CIRCLE ,THOMSON ,GA,30824
1559,11,2857,"BURNEY DIALYSIS, LLC",401 NORTHSIDE DRIVE ,VALDOSTA,GA,31602
1560,11,2858,TROUP COUNTY DIALYSIS ,140 GLENN BASS ROAD ,LAGRANGE,GA,30240
1561,11,2859,SAVANNAH GATEWAY,5973 OGEECHEE ROAD,SAVANNAH,GA,31419
1562,11,2861,"DSI CONYERS, LLC",1927 HIGHWAY 138 NORTH,CONYERS ,GA,30013
1563,11,2862,"FRESENIUS MEDICAL CARE BERKELEY LAKE, LLC ",3870 PEACHTREE INDUSTRIAL BOULEVARD NW,DULUTH,GA,30096
1564,11,2863,"PARKER DIALYSIS, LLC",225 PLAZA DRIVE ,MONROE,GA,30655
1565,11,2864,DSI KENNESAW LLC,1925 VAUGHN ROADSUITE 150 ,KENNESAW,GA,30144
1566,11,2865,RENAL CAREPARTNERS OF GRIFFIN LLC ,1837 WEST MCINTOSH ROAD ,GRIFFIN ,GA,30223
